day,zone_id,w1,w2,w3,drift_index,flood_event,land_use,drain_material,drain_age_yrs,year
300,1502,0.3517,0.3685,0.2799,0.0711,0,residential_dense,cast_iron,9,0.82
300,1510,0.3538,0.3714,0.2748,0.0663,0,residential_dense,concrete,14,0.82
300,1520,0.4617,0.4645,0.0739,0.0235,0,commercial,concrete,30,0.82
300,1525,0.3491,0.358,0.2929,0.0142,0,commercial,concrete,16,0.82
300,1552,0.3477,0.3522,0.3001,0.0167,0,residential_dense,cast_iron,23,0.82
300,1554,0.4706,0.4794,0.05,0.0337,0,industrial,cast_iron,34,0.82
300,1590,0.3567,0.3634,0.28,0.0173,0,industrial,cast_iron,22,0.82
300,1609,0.4342,0.4426,0.1232,0.0949,0,green_space,clay,5,0.82
300,1624,0.3662,0.373,0.2608,0.0586,0,mixed_use,concrete,15,0.82
300,1631,0.3443,0.352,0.3037,0.0171,0,mixed_use,cast_iron,27,0.82
300,1646,0.3296,0.3457,0.3247,0.0247,0,residential_light,clay,31,0.82
300,1682,0.4025,0.4061,0.1914,0.0552,0,commercial,concrete,2,0.82
300,1740,0.3464,0.3479,0.3057,0.0336,0,industrial,clay,23,0.82
300,1764,0.3443,0.3539,0.3018,0.0478,0,mixed_use,concrete,19,0.82
300,1784,0.4032,0.4198,0.1771,0.066,0,residential_dense,concrete,33,0.82
300,1788,0.3592,0.3674,0.2734,0.0795,0,green_space,pvc,29,0.82
300,1795,0.3629,0.3729,0.2642,0.0527,0,industrial,pvc,23,0.82
300,1808,0.3895,0.3971,0.2134,0.056,0,industrial,hdpe,4,0.82
300,1820,0.4447,0.4571,0.0982,0.0603,0,mixed_use,hdpe,2,0.82
300,1822,0.4239,0.4264,0.1497,0.0399,0,residential_dense,concrete,34,0.82
300,1826,0.3471,0.3486,0.3043,0.0087,0,mixed_use,hdpe,23,0.82
300,1828,0.4561,0.4752,0.0687,0.0667,0,mixed_use,pvc,3,0.82
300,1877,0.3966,0.4058,0.1976,0.073,0,commercial,hdpe,32,0.82
300,1880,0.3794,0.3881,0.2326,0.0349,0,commercial,cast_iron,24,0.82
300,1882,0.4412,0.4447,0.1142,0.0484,0,mixed_use,hdpe,4,0.82
300,1891,0.3441,0.3541,0.3018,0.0276,0,residential_dense,pvc,22,0.82
300,1923,0.3476,0.3488,0.3036,0.0151,0,commercial,hdpe,13,0.82
300,1946,0.3831,0.3903,0.2267,0.1452,0,green_space,concrete,10,0.82
300,1996,0.4168,0.4208,0.1624,0.0653,0,residential_light,cast_iron,10,0.82
300,2006,0.3838,0.3849,0.2313,0.0315,0,industrial,pvc,27,0.82
300,2023,0.3475,0.3506,0.3019,0.0351,0,mixed_use,pvc,19,0.82
300,2028,0.4016,0.4152,0.1832,0.062,0,mixed_use,pvc,11,0.82
300,2032,0.3822,0.3889,0.2289,0.1222,0,green_space,hdpe,16,0.82
300,2089,0.3505,0.3585,0.291,0.0422,0,residential_light,hdpe,24,0.82
300,2125,0.3683,0.373,0.2587,0.068,0,green_space,clay,33,0.82
300,2146,0.469,0.481,0.05,0.0568,0,residential_light,clay,5,0.82
300,2198,0.3997,0.4018,0.1984,0.1493,0,green_space,concrete,4,0.82
300,2209,0.3624,0.3706,0.267,0.1125,0,green_space,concrete,27,0.82
300,2218,0.3829,0.3855,0.2317,0.022,0,residential_dense,concrete,27,0.82
300,2247,0.3632,0.3695,0.2674,0.099,0,green_space,concrete,29,0.82
300,2257,0.3877,0.4003,0.2121,0.0673,0,industrial,pvc,31,0.82
300,2305,0.3904,0.401,0.2085,0.0689,0,industrial,concrete,4,0.82
300,2327,0.3855,0.3891,0.2254,0.0497,0,residential_dense,concrete,5,0.82
300,2358,0.4702,0.4798,0.05,0.0402,0,residential_light,pvc,2,0.82
300,2412,0.3347,0.3441,0.3212,0.032,0,residential_light,concrete,27,0.82
300,2419,0.4126,0.4287,0.1587,0.0929,0,residential_light,cast_iron,4,0.82
300,2428,0.383,0.3868,0.2303,0.1193,0,green_space,hdpe,16,0.82
300,2450,0.3585,0.3648,0.2766,0.066,0,green_space,pvc,32,0.82
300,2458,0.3682,0.3736,0.2582,0.0935,0,green_space,hdpe,26,0.82
300,2460,0.3479,0.3511,0.301,0.0321,0,residential_light,concrete,28,0.82
300,2465,0.3382,0.3435,0.3183,0.0342,0,residential_light,cast_iron,25,0.82
300,2483,0.339,0.342,0.319,0.0256,0,residential_light,hdpe,26,0.82
330,7,0.4121,0.4135,0.1744,0.1055,0,green_space,pvc,11,0.9
330,20,0.4027,0.4122,0.1851,0.058,0,residential_light,pvc,17,0.9
330,39,0.4045,0.4267,0.1688,0.0864,0,residential_light,pvc,13,0.9
330,40,0.447,0.45,0.103,0.0265,0,industrial,concrete,31,0.9
330,52,0.3597,0.3673,0.273,0.1121,0,green_space,cast_iron,27,0.9
330,94,0.4161,0.426,0.1579,0.0888,0,industrial,clay,2,0.9
330,144,0.3624,0.3679,0.2697,0.0459,0,industrial,clay,25,0.9
330,147,0.3837,0.3917,0.2246,0.0392,0,industrial,hdpe,26,0.9
330,165,0.4003,0.4068,0.1928,0.0374,0,residential_dense,hdpe,33,0.9
330,186,0.3961,0.4071,0.1967,0.1264,0,green_space,pvc,15,0.9
330,221,0.4543,0.4578,0.0879,0.0458,0,residential_light,hdpe,4,0.9
330,238,0.3555,0.3628,0.2818,0.0268,0,residential_dense,concrete,22,0.9
330,252,0.3657,0.3819,0.2524,0.0858,0,green_space,clay,33,0.9
330,258,0.4135,0.4171,0.1694,0.0628,0,residential_light,concrete,12,0.9
330,277,0.3644,0.3681,0.2675,0.0549,0,residential_dense,concrete,13,0.9
330,293,0.4035,0.4128,0.1837,0.084,0,industrial,clay,2,0.9
330,334,0.3753,0.383,0.2417,0.1384,0,green_space,concrete,13,0.9
330,344,0.3329,0.3445,0.3226,0.0411,0,residential_light,pvc,27,0.9
330,387,0.3427,0.35,0.3072,0.055,0,industrial,clay,13,0.9
330,400,0.4434,0.4599,0.0966,0.0461,0,industrial,cast_iron,31,0.9
330,411,0.436,0.4659,0.0981,0.0656,0,residential_dense,concrete,3,0.9
330,430,0.3575,0.3772,0.2653,0.1509,0,green_space,cast_iron,21,0.9
330,450,0.3564,0.3646,0.279,0.0715,0,industrial,clay,13,0.9
330,512,0.4343,0.4384,0.1273,0.0468,0,industrial,pvc,4,0.9
330,520,0.3389,0.3456,0.3156,0.0358,0,mixed_use,pvc,25,0.9
330,564,0.4118,0.4233,0.1649,0.0389,0,industrial,concrete,28,0.9
330,586,0.3343,0.3529,0.3129,0.0633,0,residential_light,cast_iron,24,0.9
330,603,0.3299,0.3427,0.3274,0.0435,0,residential_light,concrete,27,0.9
330,667,0.4273,0.448,0.1247,0.057,0,commercial,concrete,28,0.9
330,668,0.3666,0.3733,0.26,0.0573,0,mixed_use,pvc,17,0.9
330,675,0.4701,0.4799,0.05,0.039,0,mixed_use,clay,6,0.9
330,681,0.4232,0.4553,0.1215,0.0754,0,mixed_use,pvc,6,0.9
330,694,0.3474,0.3635,0.2891,0.0556,0,residential_dense,concrete,11,0.9
330,712,0.3778,0.3867,0.2355,0.0687,0,industrial,hdpe,8,0.9
330,717,0.4188,0.4526,0.1287,0.087,0,mixed_use,clay,14,0.9
330,718,0.396,0.4093,0.1946,0.0338,0,residential_dense,cast_iron,26,0.9
330,750,0.4155,0.417,0.1676,0.1144,0,green_space,pvc,5,0.9
330,773,0.3766,0.3804,0.243,0.014,0,mixed_use,concrete,31,0.9
330,774,0.361,0.389,0.25,0.0834,0,mixed_use,clay,20,0.9
330,785,0.4261,0.4295,0.1444,0.0245,0,commercial,concrete,30,0.9
330,793,0.3358,0.3421,0.322,0.0303,0,residential_light,cast_iron,30,0.9
330,812,0.3631,0.3765,0.2604,0.0209,0,residential_dense,cast_iron,23,0.9
330,819,0.3658,0.3726,0.2616,0.0132,0,residential_dense,hdpe,24,0.9
330,834,0.3748,0.3772,0.248,0.0268,0,commercial,hdpe,22,0.9
330,854,0.3541,0.3598,0.2861,0.0133,0,residential_dense,hdpe,20,0.9
330,859,0.4724,0.4776,0.05,0.0189,0,industrial,cast_iron,33,0.9
330,974,0.3374,0.345,0.3176,0.0408,0,mixed_use,hdpe,21,0.9
330,977,0.3404,0.3453,0.3143,0.0202,0,commercial,clay,16,0.9
330,986,0.4025,0.4146,0.1829,0.0781,0,commercial,concrete,3,0.9
330,1011,0.4399,0.459,0.1011,0.0555,0,mixed_use,pvc,10,0.9
330,1013,0.3389,0.3443,0.3168,0.0267,0,mixed_use,pvc,22,0.9
330,1020,0.3722,0.3761,0.2517,0.0147,0,commercial,concrete,20,0.9
330,1028,0.3326,0.3509,0.3165,0.0627,0,commercial,cast_iron,13,0.9
330,1036,0.3512,0.357,0.2918,0.0202,0,commercial,pvc,18,0.9
330,1073,0.3499,0.3515,0.2986,0.023,0,commercial,hdpe,11,0.9
330,1080,0.383,0.3952,0.2218,0.0751,0,commercial,concrete,6,0.9
330,1110,0.386,0.3913,0.2227,0.065,0,residential_dense,cast_iron,9,0.9
330,1196,0.4724,0.4776,0.05,0.0331,0,residential_light,hdpe,5,0.9
330,1206,0.4215,0.437,0.1415,0.1257,0,green_space,clay,5,0.9
330,1253,0.3381,0.3544,0.3075,0.051,0,residential_light,clay,25,0.9
330,1288,0.4224,0.4427,0.1349,0.0499,0,residential_dense,concrete,31,0.9
330,1319,0.4731,0.4769,0.05,0.0195,0,commercial,concrete,31,0.9
330,1324,0.36,0.3663,0.2736,0.0622,0,commercial,pvc,12,0.9
330,1364,0.4231,0.4274,0.1495,0.0604,0,residential_dense,concrete,4,0.9
330,1380,0.4242,0.4276,0.1482,0.0592,0,mixed_use,pvc,7,0.9
330,1407,0.3756,0.3795,0.2449,0.1092,0,green_space,concrete,24,0.9
330,1419,0.3471,0.3597,0.2932,0.0561,0,commercial,hdpe,13,0.9
330,1472,0.3999,0.4107,0.1895,0.0638,0,commercial,pvc,5,0.9
330,1502,0.3536,0.3726,0.2737,0.0741,0,residential_dense,cast_iron,9,0.9
330,1510,0.3562,0.3761,0.2677,0.0673,0,residential_dense,concrete,14,0.9
330,1520,0.4684,0.4718,0.0598,0.0201,0,commercial,concrete,30,0.9
330,1525,0.3486,0.3588,0.2927,0.0209,0,commercial,concrete,16,0.9
330,1552,0.3473,0.353,0.2996,0.0318,0,residential_dense,cast_iron,23,0.9
330,1554,0.4697,0.4803,0.05,0.0331,0,industrial,cast_iron,34,0.9
330,1590,0.356,0.364,0.28,0.023,0,industrial,cast_iron,22,0.9
330,1609,0.4408,0.45,0.1093,0.0874,0,green_space,clay,5,0.9
330,1624,0.369,0.3768,0.2542,0.0621,0,mixed_use,concrete,15,0.9
330,1631,0.3435,0.3525,0.304,0.0224,0,mixed_use,cast_iron,27,0.9
330,1646,0.328,0.3465,0.3256,0.0297,0,residential_light,clay,31,0.9
330,1682,0.4086,0.4129,0.1784,0.0602,0,commercial,concrete,2,0.9
330,1740,0.3447,0.3485,0.3068,0.0207,0,industrial,clay,23,0.9
330,1764,0.3458,0.3566,0.2976,0.0549,0,mixed_use,concrete,19,0.9
330,1784,0.4053,0.4256,0.1691,0.0542,0,residential_dense,concrete,33,0.9
330,1788,0.3609,0.37,0.269,0.0801,0,green_space,pvc,29,0.9
330,1795,0.362,0.3755,0.2625,0.0428,0,industrial,pvc,23,0.9
330,1808,0.395,0.4039,0.2011,0.0567,0,industrial,hdpe,4,0.9
330,1820,0.454,0.4685,0.0775,0.0538,0,mixed_use,hdpe,2,0.9
330,1822,0.4308,0.4341,0.1351,0.0296,0,residential_dense,concrete,34,0.9
330,1826,0.3476,0.3495,0.303,0.0159,0,mixed_use,hdpe,23,0.9
330,1828,0.4638,0.4862,0.05,0.0639,0,mixed_use,pvc,3,0.9
330,1877,0.4029,0.4154,0.1817,0.0629,0,commercial,hdpe,32,0.9
330,1880,0.3791,0.3895,0.2315,0.0253,0,commercial,cast_iron,24,0.9
330,1882,0.4501,0.4541,0.0958,0.0506,0,mixed_use,hdpe,4,0.9
330,1891,0.3424,0.3552,0.3024,0.0339,0,residential_dense,pvc,22,0.9
330,1923,0.3489,0.3505,0.3005,0.0204,0,commercial,hdpe,13,0.9
330,1946,0.386,0.3941,0.2199,0.1497,0,green_space,concrete,10,0.9
330,1996,0.4239,0.4286,0.1476,0.0669,0,residential_light,cast_iron,10,0.9
330,2006,0.3871,0.3886,0.2243,0.0279,0,industrial,pvc,27,0.9
330,2023,0.3495,0.3534,0.2972,0.0392,0,mixed_use,pvc,19,0.9
330,2028,0.4075,0.4231,0.1694,0.0628,0,mixed_use,pvc,11,0.9
330,2032,0.3856,0.3929,0.2215,0.1199,0,green_space,hdpe,16,0.9
330,2089,0.3521,0.361,0.2868,0.0506,0,residential_light,hdpe,24,0.9
330,2125,0.3705,0.3758,0.2536,0.0692,0,green_space,clay,33,0.9
330,2146,0.4678,0.4822,0.05,0.0557,0,residential_light,clay,5,0.9
330,2198,0.404,0.4068,0.1891,0.145,0,green_space,concrete,4,0.9
330,2209,0.364,0.3731,0.2629,0.1131,0,green_space,concrete,27,0.9
330,2218,0.3835,0.3874,0.2291,0.0207,0,residential_dense,concrete,27,0.9
330,2247,0.3648,0.372,0.2632,0.1012,0,green_space,concrete,29,0.9
330,2257,0.3904,0.407,0.2026,0.0635,0,industrial,pvc,31,0.9
330,2305,0.3955,0.4081,0.1964,0.078,0,industrial,concrete,4,0.9
330,2327,0.3905,0.3947,0.2148,0.0555,0,residential_dense,concrete,5,0.9
330,2358,0.4694,0.4806,0.05,0.0471,0,residential_light,pvc,2,0.9
330,2412,0.3355,0.346,0.3186,0.0379,0,residential_light,concrete,27,0.9
330,2419,0.4187,0.4368,0.1445,0.0904,0,residential_light,cast_iron,4,0.9
330,2428,0.386,0.3905,0.2235,0.1236,0,green_space,hdpe,16,0.9
330,2450,0.3601,0.3671,0.2728,0.0714,0,green_space,pvc,32,0.9
330,2458,0.3704,0.3763,0.2533,0.0929,0,green_space,hdpe,26,0.9
330,2460,0.3497,0.3534,0.2969,0.038,0,residential_light,concrete,28,0.9
330,2465,0.3389,0.3452,0.3158,0.0395,0,residential_light,cast_iron,25,0.9
330,2483,0.3398,0.3435,0.3167,0.0289,0,residential_light,hdpe,26,0.9
360,7,0.4164,0.418,0.1656,0.1017,0,green_space,pvc,11,0.99
360,20,0.4073,0.4176,0.1751,0.0569,0,residential_light,pvc,17,0.99
360,39,0.408,0.4324,0.1595,0.0838,0,residential_light,pvc,13,0.99
360,40,0.4528,0.4564,0.0908,0.0233,0,industrial,concrete,31,0.99
360,52,0.3608,0.369,0.2702,0.1115,0,green_space,cast_iron,27,0.99
360,94,0.4261,0.4407,0.1332,0.0897,0,industrial,clay,2,0.99
360,144,0.3619,0.3699,0.2682,0.0282,0,industrial,clay,25,0.99
360,147,0.3832,0.3941,0.2228,0.0415,0,industrial,hdpe,26,0.99
360,165,0.4029,0.4107,0.1864,0.0359,0,residential_dense,hdpe,33,0.99
360,186,0.3991,0.4111,0.1898,0.1283,0,green_space,pvc,15,0.99
360,221,0.4617,0.4655,0.0728,0.0394,0,residential_light,hdpe,4,0.99
360,238,0.3547,0.3643,0.281,0.0387,0,residential_dense,concrete,22,0.99
360,252,0.3673,0.3848,0.2479,0.0905,0,green_space,clay,33,0.99
360,258,0.4185,0.4227,0.1588,0.0616,0,residential_light,concrete,12,0.99
360,277,0.3672,0.3714,0.2613,0.0534,0,residential_dense,concrete,13,0.99
360,293,0.4116,0.424,0.1644,0.0818,0,industrial,clay,2,0.99
360,334,0.3772,0.3855,0.2373,0.138,0,green_space,concrete,13,0.99
360,344,0.3334,0.3467,0.3199,0.0446,0,residential_light,pvc,27,0.99
360,387,0.3442,0.3534,0.3024,0.0585,0,industrial,clay,13,0.99
360,400,0.4463,0.4656,0.0881,0.0405,0,industrial,cast_iron,31,0.99
360,411,0.4436,0.4764,0.08,0.0595,0,residential_dense,concrete,3,0.99
360,430,0.3585,0.3802,0.2613,0.15,0,green_space,cast_iron,21,0.99
360,450,0.3592,0.37,0.2707,0.0738,0,industrial,clay,13,0.99
360,512,0.4428,0.4479,0.1094,0.0537,0,industrial,pvc,4,0.99
360,520,0.3396,0.3475,0.313,0.0401,0,mixed_use,pvc,25,0.99
360,564,0.4125,0.4259,0.1616,0.0391,0,industrial,concrete,28,0.99
360,586,0.3343,0.3549,0.3108,0.068,0,residential_light,cast_iron,24,0.99
360,603,0.3297,0.3443,0.3261,0.0456,0,residential_light,concrete,27,0.99
360,667,0.4281,0.4527,0.1193,0.0519,0,commercial,concrete,28,0.99
360,668,0.3688,0.3765,0.2548,0.0612,0,mixed_use,pvc,17,0.99
360,675,0.4694,0.4806,0.05,0.0424,0,mixed_use,clay,6,0.99
360,681,0.4293,0.4642,0.1064,0.0704,0,mixed_use,pvc,6,0.99
360,694,0.3495,0.3673,0.2832,0.0631,0,residential_dense,concrete,11,0.99
360,712,0.3814,0.3922,0.2264,0.0698,0,industrial,hdpe,8,0.99
360,717,0.4234,0.4614,0.1152,0.0848,0,mixed_use,clay,14,0.99
360,718,0.3965,0.4114,0.1921,0.0306,0,residential_dense,cast_iron,26,0.99
360,750,0.42,0.422,0.158,0.1094,0,green_space,pvc,5,0.99
360,773,0.3773,0.3817,0.241,0.0159,0,mixed_use,concrete,31,0.99
360,774,0.3629,0.3953,0.2418,0.0865,0,mixed_use,clay,20,0.99
360,785,0.4294,0.4334,0.1372,0.0245,0,commercial,concrete,30,0.99
360,793,0.3361,0.3432,0.3207,0.0314,0,residential_light,cast_iron,30,0.99
360,812,0.3625,0.3773,0.2602,0.014,0,residential_dense,cast_iron,23,0.99
360,819,0.365,0.373,0.262,0.0154,0,residential_dense,hdpe,24,0.99
360,834,0.3757,0.3791,0.2452,0.0203,0,commercial,hdpe,22,0.99
360,854,0.3542,0.3607,0.2851,0.0201,0,residential_dense,hdpe,20,0.99
360,859,0.472,0.478,0.05,0.0189,0,industrial,cast_iron,33,0.99
360,974,0.3382,0.3469,0.315,0.048,0,mixed_use,hdpe,21,0.99
360,977,0.339,0.3461,0.3148,0.0276,0,commercial,clay,16,0.99
360,986,0.4074,0.4222,0.1704,0.0838,0,commercial,concrete,3,0.99
360,1011,0.4463,0.4672,0.0864,0.0513,0,mixed_use,pvc,10,0.99
360,1013,0.3398,0.3458,0.3143,0.0333,0,mixed_use,pvc,22,0.99
360,1020,0.3717,0.3767,0.2516,0.0144,0,commercial,concrete,20,0.99
360,1028,0.3324,0.3537,0.3139,0.0679,0,commercial,cast_iron,13,0.99
360,1036,0.3509,0.358,0.2911,0.0235,0,commercial,pvc,18,0.99
360,1073,0.3514,0.3534,0.2952,0.0405,0,commercial,hdpe,11,0.99
360,1080,0.3874,0.4022,0.2104,0.0758,0,commercial,concrete,6,0.99
360,1110,0.3899,0.3964,0.2136,0.0659,0,residential_dense,cast_iron,9,0.99
360,1196,0.4721,0.4779,0.05,0.0339,0,residential_light,hdpe,5,0.99
360,1206,0.4257,0.4424,0.1319,0.1218,0,green_space,clay,5,0.99
360,1253,0.3387,0.3572,0.3041,0.0547,0,residential_light,clay,25,0.99
360,1288,0.4238,0.4464,0.1298,0.0423,0,residential_dense,concrete,31,0.99
360,1319,0.4726,0.4774,0.05,0.0263,0,commercial,concrete,31,0.99
360,1324,0.3627,0.3707,0.2666,0.0648,0,commercial,pvc,12,0.99
360,1364,0.4287,0.4341,0.1372,0.0605,0,residential_dense,concrete,4,0.99
360,1380,0.4295,0.4338,0.1366,0.0585,0,mixed_use,pvc,7,0.99
360,1407,0.3774,0.3819,0.2407,0.1085,0,green_space,concrete,24,0.99
360,1419,0.3489,0.3629,0.2882,0.0661,0,commercial,hdpe,13,0.99
360,1472,0.406,0.4182,0.1758,0.061,0,commercial,pvc,5,0.99
360,1502,0.3554,0.3764,0.2682,0.077,0,residential_dense,cast_iron,9,0.99
360,1510,0.3584,0.3803,0.2613,0.0729,0,residential_dense,concrete,14,0.99
360,1520,0.473,0.477,0.05,0.0176,0,commercial,concrete,30,0.99
360,1525,0.3484,0.3598,0.2918,0.0346,0,commercial,concrete,16,0.99
360,1552,0.347,0.3542,0.2987,0.0406,0,residential_dense,cast_iron,23,0.99
360,1554,0.4687,0.4813,0.05,0.0404,0,industrial,cast_iron,34,0.99
360,1590,0.3557,0.3648,0.2795,0.0226,0,industrial,cast_iron,22,0.99
360,1609,0.4471,0.4572,0.0957,0.0802,0,green_space,clay,5,0.99
360,1624,0.3714,0.3803,0.2483,0.0645,0,mixed_use,concrete,15,0.99
360,1631,0.3431,0.3533,0.3035,0.0251,0,mixed_use,cast_iron,27,0.99
360,1646,0.3269,0.3476,0.3255,0.034,0,residential_light,clay,31,0.99
360,1682,0.4143,0.4193,0.1664,0.0583,0,commercial,concrete,2,0.99
360,1740,0.3428,0.3488,0.3083,0.0237,0,industrial,clay,23,0.99
360,1764,0.3471,0.3591,0.2938,0.0547,0,mixed_use,concrete,19,0.99
360,1784,0.4064,0.4301,0.1635,0.051,0,residential_dense,concrete,33,0.99
360,1788,0.3623,0.372,0.2657,0.0809,0,green_space,pvc,29,0.99
360,1795,0.3601,0.377,0.2628,0.0456,0,industrial,pvc,23,0.99
360,1808,0.3999,0.41,0.1901,0.0593,0,industrial,hdpe,4,0.99
360,1820,0.4623,0.4787,0.059,0.0464,0,mixed_use,hdpe,2,0.99
360,1822,0.4353,0.4394,0.1254,0.0273,0,residential_dense,concrete,34,0.99
360,1826,0.3481,0.3505,0.3014,0.0213,0,mixed_use,hdpe,23,0.99
360,1828,0.4626,0.4874,0.05,0.0613,0,mixed_use,pvc,3,0.99
360,1877,0.4074,0.4228,0.1698,0.0587,0,commercial,hdpe,32,0.99
360,1880,0.3784,0.3904,0.2311,0.0234,0,commercial,cast_iron,24,0.99
360,1882,0.4574,0.4622,0.0805,0.0456,0,mixed_use,hdpe,4,0.99
360,1891,0.3414,0.3568,0.3018,0.0461,0,residential_dense,pvc,22,0.99
360,1923,0.3503,0.3522,0.2974,0.0292,0,commercial,hdpe,13,0.99
360,1946,0.3885,0.3974,0.2142,0.1473,0,green_space,concrete,10,0.99
360,1996,0.4291,0.435,0.1359,0.0733,0,residential_light,cast_iron,10,0.99
360,2006,0.3892,0.3911,0.2198,0.0242,0,industrial,pvc,27,0.99
360,2023,0.3514,0.3559,0.2927,0.044,0,mixed_use,pvc,19,0.99
360,2028,0.4126,0.4302,0.1572,0.0616,0,mixed_use,pvc,11,0.99
360,2032,0.3882,0.3961,0.2157,0.118,0,green_space,hdpe,16,0.99
360,2089,0.3537,0.3635,0.2828,0.0549,0,residential_light,hdpe,24,0.99
360,2125,0.3724,0.3783,0.2493,0.0701,0,green_space,clay,33,0.99
360,2146,0.4667,0.4833,0.05,0.0546,0,residential_light,clay,5,0.99
360,2198,0.4078,0.4113,0.1809,0.1464,0,green_space,concrete,4,0.99
360,2209,0.3654,0.3752,0.2594,0.1133,0,green_space,concrete,27,0.99
360,2218,0.3833,0.3887,0.228,0.0221,0,residential_dense,concrete,27,0.99
360,2247,0.3662,0.3741,0.2597,0.1022,0,green_space,concrete,29,0.99
360,2257,0.3914,0.4111,0.1975,0.0506,0,industrial,pvc,31,0.99
360,2305,0.3998,0.4146,0.1856,0.0823,0,industrial,concrete,4,0.99
360,2327,0.3945,0.3992,0.2063,0.0573,0,residential_dense,concrete,5,0.99
360,2358,0.4686,0.4814,0.05,0.0487,0,residential_light,pvc,2,0.99
360,2412,0.3363,0.3478,0.3159,0.0428,0,residential_light,concrete,27,0.99
360,2419,0.4231,0.4427,0.1343,0.0882,0,residential_light,cast_iron,4,0.99
360,2428,0.3883,0.3935,0.2182,0.1215,0,green_space,hdpe,16,0.99
360,2450,0.3614,0.3691,0.2695,0.073,0,green_space,pvc,32,0.99
360,2458,0.3722,0.3786,0.2492,0.0932,0,green_space,hdpe,26,0.99
360,2460,0.3512,0.3557,0.2931,0.0428,0,residential_light,concrete,28,0.99
360,2465,0.3396,0.3469,0.3134,0.0433,0,residential_light,cast_iron,25,0.99
360,2483,0.3407,0.345,0.3142,0.0286,0,residential_light,hdpe,26,0.99
390,7,0.4207,0.4225,0.1568,0.0964,0,green_space,pvc,11,1.07
390,20,0.4114,0.4226,0.166,0.0547,0,residential_light,pvc,17,1.07
390,39,0.4113,0.438,0.1507,0.0837,0,residential_light,pvc,13,1.07
390,40,0.4577,0.462,0.0803,0.0245,0,industrial,concrete,31,1.07
390,52,0.3619,0.3705,0.2676,0.112,0,green_space,cast_iron,27,1.07
390,94,0.4364,0.4559,0.1077,0.0907,0,industrial,clay,2,1.07
390,144,0.3607,0.3714,0.2678,0.0325,0,industrial,clay,25,1.07
390,147,0.3821,0.3965,0.2214,0.042,0,industrial,hdpe,26,1.07
390,165,0.4053,0.4144,0.1803,0.0283,0,residential_dense,hdpe,33,1.07
390,186,0.402,0.4151,0.1829,0.1246,0,green_space,pvc,15,1.07
390,221,0.4686,0.4728,0.0587,0.0324,0,residential_light,hdpe,4,1.07
390,238,0.3539,0.3662,0.2799,0.0399,0,residential_dense,concrete,22,1.07
390,252,0.3685,0.3875,0.244,0.0911,0,green_space,clay,33,1.07
390,258,0.4231,0.4278,0.1491,0.0588,0,residential_light,concrete,12,1.07
390,277,0.3701,0.3749,0.255,0.0485,0,residential_dense,concrete,13,1.07
390,293,0.4198,0.4355,0.1447,0.0764,0,industrial,clay,2,1.07
390,334,0.3789,0.3879,0.2332,0.1362,0,green_space,concrete,13,1.07
390,344,0.334,0.3488,0.3172,0.0427,0,residential_light,pvc,27,1.07
390,387,0.3457,0.3573,0.297,0.0573,0,industrial,clay,13,1.07
390,400,0.4483,0.4702,0.0815,0.0438,0,industrial,cast_iron,31,1.07
390,411,0.451,0.487,0.062,0.0616,0,residential_dense,concrete,3,1.07
390,430,0.3593,0.3826,0.2581,0.1493,0,green_space,cast_iron,21,1.07
390,450,0.3623,0.3761,0.2616,0.0724,0,industrial,clay,13,1.07
390,512,0.4504,0.4572,0.0924,0.0503,0,industrial,pvc,4,1.07
390,520,0.34,0.3495,0.3105,0.0477,0,mixed_use,pvc,25,1.07
390,564,0.4131,0.4287,0.1582,0.0416,0,industrial,concrete,28,1.07
390,586,0.3343,0.3571,0.3086,0.0683,0,residential_light,cast_iron,24,1.07
390,603,0.3295,0.3458,0.3247,0.0436,0,residential_light,concrete,27,1.07
390,667,0.4285,0.4571,0.1144,0.0572,0,commercial,concrete,28,1.07
390,668,0.371,0.3798,0.2492,0.0578,0,mixed_use,pvc,17,1.07
390,675,0.4686,0.4814,0.05,0.042,0,mixed_use,clay,6,1.07
390,681,0.434,0.4713,0.0946,0.0661,0,mixed_use,pvc,6,1.07
390,694,0.3517,0.3713,0.277,0.0592,0,residential_dense,concrete,11,1.07
390,712,0.3851,0.398,0.2169,0.0667,0,industrial,hdpe,8,1.07
390,717,0.428,0.4709,0.1011,0.0861,0,mixed_use,clay,14,1.07
390,718,0.3969,0.4137,0.1894,0.034,0,residential_dense,cast_iron,26,1.07
390,750,0.424,0.4264,0.1496,0.1051,0,green_space,pvc,5,1.07
390,773,0.3777,0.3827,0.2396,0.019,0,mixed_use,concrete,31,1.07
390,774,0.3648,0.4014,0.2338,0.0867,0,mixed_use,clay,20,1.07
390,785,0.4318,0.4367,0.1315,0.0249,0,commercial,concrete,30,1.07
390,793,0.3363,0.3443,0.3194,0.0331,0,residential_light,cast_iron,30,1.07
390,812,0.3616,0.3779,0.2605,0.0226,0,residential_dense,cast_iron,23,1.07
390,819,0.3643,0.3736,0.2622,0.0162,0,residential_dense,hdpe,24,1.07
390,834,0.3765,0.3808,0.2427,0.0183,0,commercial,hdpe,22,1.07
390,854,0.3545,0.3616,0.2839,0.0204,0,residential_dense,hdpe,20,1.07
390,859,0.4717,0.4783,0.05,0.0211,0,industrial,cast_iron,33,1.07
