zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification,cluster,pca1,pca2,x_m,y_m,maintenance_priority_score,maintenance_rank,priority_tier
249,0,0.0,0.15775920547945205,0.3,0.3,0.10667528767123288,0.0897,0.1858,0.11781263,0.4238,0.15775920547945205,0.018607424657534247,0.5604851232876712,0.1434,0.8066,0.05,0.8414655890410959,0.8428,0.0,0,green_space,concrete,13,107.52,80.1,16.54,4,49,SAFE,4,-2.9320587852232514,-0.6749941159177648,9900.0,900.0,0.4274,1387,MEDIUM
250,855,0.23424657534246576,0.19847142465753426,0.3,0.3,0.13362605479452055,0.1101,0.5263,0.59675235,2.3023,0.19847142465753426,0.11854005479452055,0.14943035616438355,0.05,0.9,0.05,0.8393092328767123,0.8412,-0.04242424242424094,-7,residential_dense,clay,16,69.76,69.1,8.05,5,0,ACUTE,1,1.3342748883296514,-0.07591820907588748,100.0,1100.0,0.5824,369,HIGH
251,0,0.0,0.1296031506849315,0.3,0.3,0.10504676712328767,0.1204,0.2099,0.10427462,0.4298,0.1296031506849315,0.013505506849315068,0.6286350684931507,0.2536,0.6964,0.05,0.8415973698630137,0.8404,0.0,0,green_space,hdpe,6,104.72,88.1,10.32,5,1,SAFE,4,-3.75031561927208,-1.0866390722124957,300.0,1100.0,0.4523,997,MEDIUM
252,0,0.0,0.2209399726027397,0.3,0.3,0.09453208219178082,0.0579,0.184,0.19079496,0.7159,0.2209399726027397,0.04214756164383562,0.26657569863013697,0.05,0.9,0.05,0.8424378630136986,0.8454,0.0,0,green_space,clay,33,58.88,44.1,12.14,5,2,SAFE,1,-0.9853061986642446,-0.5108315352600435,500.0,1100.0,0.4216,1556,MEDIUM
253,230,0.06301369863013699,0.18596660273972604,0.3,0.3,0.1136567397260274,0.0844,0.3864,0.5185484,1.6935,0.18596660273972604,0.09658224657534246,0.11133101369863015,0.05,0.9,0.05,0.840906301369863,0.8432,0.7393939393939396,18,residential_dense,concrete,32,89.28,40.6,12.16,5,3,MODERATE,3,0.6359686990526738,1.8265561439595037,700.0,1100.0,0.5158,615,HIGH
254,56,0.015342465753424657,0.18249397260273972,0.3,0.3,0.10376972602739726,0.0897,0.4245,0.45839608,1.9131,0.18249397260273972,0.083478,0.14623942465753426,0.05,0.9,0.05,0.8416980000000001,0.8428,-0.01212121212121211,-8,industrial,hdpe,13,98.56,73.3,11.08,5,4,SAFE,1,-0.37541303258601294,-0.4034629951838772,900.0,1100.0,0.4357,1223,MEDIUM
255,6,0.0016438356164383563,0.17652821917808217,0.3,0.3,0.08719542465753426,0.0784,0.2399,0.30276015,1.0592,0.17652821917808217,0.05354531506849315,0.20905367123287671,0.05,0.9,0.05,0.8430248767123288,0.8437,0.012121212121212076,-2,residential_light,cast_iron,21,116.48,62.8,13.76,5,5,SAFE,2,-1.1062147978982477,-0.1768057526765673,1100.0,1100.0,0.4282,1370,MEDIUM
256,185,0.050684931506849315,0.20135123287671233,0.3,0.3,0.11602457534246575,0.0972,0.4563,0.50110185,2.2255,0.20135123287671233,0.1006261095890411,0.06648391780821918,0.05,0.9,0.05,0.8407180273972603,0.8422,0.34545454545454496,7,industrial,concrete,30,91.2,50.4,17.14,5,6,ACUTE,1,0.8523915729500944,0.6636000427459862,1300.0,1100.0,0.5045,662,HIGH
257,4,0.001095890410958904,0.161074301369863,0.3,0.3,0.09227186301369864,0.077,0.2454,0.2868358,1.0844,0.161074301369863,0.04622972602739726,0.405507397260274,0.05,0.9,0.05,0.8426181369863014,0.8438,-0.0969696969696969,-2,residential_light,concrete,9,111.36,85.8,16.61,5,7,SAFE,2,-1.9060844922306492,-0.263058894626406,1500.0,1100.0,0.407,1959,MEDIUM
258,5,0.0013698630136986301,0.1401317808219178,0.3,0.3,0.08301427397260273,0.0844,0.2228,0.30100605,1.0208,0.1401317808219178,0.042148438356164386,0.33870353424657534,0.05,0.9,0.05,0.8433589315068493,0.8432,-0.1515151515151514,-3,residential_light,concrete,12,108.48,79.1,18.91,5,8,SAFE,2,-2.062089006655261,-0.19926979760647673,1700.0,1100.0,0.4204,1591,MEDIUM
259,0,0.0,0.17012523287671233,0.3,0.3,0.1115885205479452,0.08,0.1924,0.11276653,0.4378,0.17012523287671233,0.019173232876712326,0.5800878904109589,0.1279,0.8221,0.05,0.8410729315068494,0.8436,0.0,0,green_space,pvc,8,93.6,81.6,20.08,5,9,SAFE,4,-2.8293956978277763,-0.6862231913167567,1900.0,1100.0,0.4083,1919,MEDIUM
260,145,0.03972602739726028,0.2288192602739726,0.3,0.3,0.09245490410958904,0.1477,0.1674,0.5135316,1.9192,0.2288192602739726,0.11755665753424657,0.0727053698630137,0.05,0.05,0.9,0.8426031506849314,0.8382,0.21212121212121238,1,residential_dense,concrete,24,96.96,58.0,18.94,5,10,ACUTE,0,4.504775256386826,-2.682833976557824,2100.0,1100.0,0.5425,520,HIGH
261,0,0.0,0.17692331506849313,0.3,0.3,0.0963508493150685,0.0513,0.1321,0.13515072,0.4559,0.17692331506849313,0.023877013698630135,0.37580602739726027,0.05,0.9,0.05,0.8422920273972602,0.8459,0.0,0,green_space,concrete,26,95.04,58.1,20.23,5,11,SAFE,1,-2.199625803666767,-0.18429990375031577,2300.0,1100.0,0.403,2067,MEDIUM
262,175,0.04794520547945205,0.12660739726027398,0.3,0.3,0.07806235616438356,0.0914,0.3871,0.5231457,2.0139,0.12660739726027398,0.06623583561643835,0.05356276712328767,0.05,0.9,0.05,0.8437549863013698,0.8427,1.1090909090909087,23,residential_dense,concrete,21,99.84,58.6,17.47,5,12,ACUTE,2,-0.2749542888471828,2.909117638256776,2500.0,1100.0,0.514,619,HIGH
263,15,0.00410958904109589,0.1650845205479452,0.3,0.3,0.06937939726027398,0.1279,0.1448,0.3999653,1.4213,0.1650845205479452,0.06600520547945206,0.05631361643835617,0.05,0.2201,0.7299,0.8444493150684931,0.8398,-0.07878787878787848,-1,residential_light,concrete,31,90.24,44.4,20.25,5,13,SAFE,0,1.8807169526046696,-2.225393363648427,2700.0,1100.0,0.5023,673,HIGH
264,45,0.012328767123287671,0.19572728767123287,0.3,0.3,0.11060386301369862,0.1792,0.2252,0.46951914,1.7359,0.19572728767123287,0.0916398904109589,0.11266372602739726,0.05,0.2885,0.6615,0.8411521369863014,0.8357,0.06666666666666712,-1,residential_dense,concrete,21,99.84,66.0,21.8,5,14,SAFE,0,3.141978035802304,-2.2318291975497795,2900.0,1100.0,0.5537,467,HIGH
265,0,0.0,0.15141591780821917,0.3,0.3,0.09129501369863015,0.0748,0.1557,0.12473139,0.468,0.15141591780821917,0.01893027397260274,0.32531164383561645,0.1338,0.8161,0.05,0.8426964657534246,0.844,0.0,0,green_space,hdpe,28,85.36,52.0,21.81,5,15,SAFE,4,-2.68022742037996,-0.4271849743221798,3100.0,1100.0,0.4335,1275,MEDIUM
266,0,0.0,0.1616365205479452,0.3,0.3,0.09657865753424656,0.066,0.1527,0.12433148,0.396,0.1616365205479452,0.02013821917808219,0.3837449863013699,0.1028,0.8472,0.05,0.8422739452054795,0.8447,0.0,0,green_space,hdpe,24,88.88,58.8,25.84,5,16,SAFE,4,-2.5838836299510466,-0.3609752220763209,3300.0,1100.0,0.417,1679,MEDIUM
267,3,0.0008219178082191781,0.1892465205479452,0.3,0.3,0.10870794520547945,0.0862,0.3478,0.34920815,1.2946,0.1892465205479452,0.06615134246575342,0.4450132602739726,0.05,0.9,0.05,0.8413037534246575,0.8431,0.04242424242424241,1,residential_light,pvc,7,94.4,89.4,23.95,5,17,SAFE,1,-1.0890865275134993,-0.19146007473122403,3500.0,1100.0,0.4162,1701,MEDIUM
268,1409,0.38602739726027396,0.19884887671232876,0.3,0.3,0.12428317808219178,0.1896,0.2376,0.72969353,2.8371,0.19884887671232876,0.14522375342465751,0.097324,0.05,0.1725,0.7775,0.8400574246575343,0.8348,0.539393939393932,7,industrial,clay,18,68.48,66.2,25.94,5,18,CHRONIC,0,5.9509979459702596,-0.7780576185937194,3700.0,1100.0,0.7826,15,CRITICAL
269,1116,0.30575342465753425,0.16660665753424655,0.3,0.3,0.08297082191780822,0.1206,0.2316,0.6633842,2.3586,0.16660665753424655,0.11033813698630136,0.05529008219178082,0.05,0.1119,0.8381,0.8433630136986302,0.8404,-0.3636363636363621,-34,industrial,pvc,22,82.4,58.3,27.18,5,19,ACUTE,0,3.181061761248981,-3.6006833965157474,3900.0,1100.0,0.6426,198,HIGH
270,2,0.000547945205479452,0.1724523287671233,0.3,0.3,0.08572734246575343,0.0598,0.2253,0.24570656,0.844,0.1724523287671233,0.042645890410958905,0.2580559726027397,0.05,0.9,0.05,0.8431410410958905,0.8452,0.09696969696969697,2,residential_light,cast_iron,20,117.6,67.1,28.68,5,20,SAFE,2,-1.5882885414547256,0.1531010474055664,4100.0,1100.0,0.4079,1932,MEDIUM
271,62,0.016986301369863014,0.19244416438356166,0.3,0.3,0.11043780821917809,0.0873,0.3048,0.4784098,1.8735,0.19244416438356166,0.09228024657534246,0.12974221917808218,0.05,0.9,0.05,0.8411650684931506,0.843,-0.36363636363636337,-6,residential_dense,concrete,19,101.76,68.9,25.47,5,21,SAFE,1,-0.21040431014639227,-0.7926040201342247,4300.0,1100.0,0.4432,1100,MEDIUM
272,64,0.017534246575342465,0.22249265753424657,0.3,0.3,0.13930561643835618,0.1025,0.3148,0.48370808,1.4267,0.22249265753424657,0.10762542465753425,0.37737726027397256,0.05,0.9,0.05,0.8388551506849315,0.8418,0.13333333333333316,2,residential_light,clay,13,71.68,80.3,27.25,5,22,SAFE,1,0.4236491846203386,-0.18677427601630903,4500.0,1100.0,0.4574,965,MEDIUM
273,10,0.0027397260273972603,0.23447654794520548,0.3,0.3,0.1380446301369863,0.1034,0.3861,0.3895249,1.4862,0.23447654794520548,0.09137841095890412,0.557526904109589,0.05,0.9,0.05,0.83895698630137,0.8417,-0.16969696969696946,-2,residential_light,clay,2,78.72,100.0,24.91,5,23,SAFE,1,-0.19640315838015857,-1.015643193944446,4700.0,1100.0,0.4277,1377,MEDIUM
274,7,0.0019178082191780822,0.1947508493150685,0.3,0.3,0.09705534246575342,0.0684,0.3447,0.36289966,1.3966,0.1947508493150685,0.07052172602739726,0.16400668493150686,0.05,0.9,0.05,0.8422355616438356,0.8445,-0.1030303030303029,-1,residential_light,pvc,25,80.0,55.1,22.55,5,24,SAFE,1,-0.6827507458510076,-0.3230670650333591,4900.0,1100.0,0.4224,1523,MEDIUM
275,16,0.004383561643835616,0.18536399999999997,0.3,0.3,0.09997358904109589,0.0619,0.2638,0.42598915,1.6547,0.18536399999999997,0.07891723287671233,0.12598671232876713,0.05,0.9,0.05,0.8420021095890411,0.8451,-0.2303030303030304,-6,residential_dense,concrete,18,102.72,67.6,22.64,5,25,SAFE,1,-0.8252606199305328,-0.5371383118471914,5100.0,1100.0,0.4052,2002,MEDIUM
276,0,0.0,0.19989564383561645,0.3,0.3,0.1312201369863014,0.0962,0.2115,0.0843055,0.3287,0.19989564383561645,0.01686890410958904,0.6420875616438356,0.1718,0.7782,0.05,0.8395025205479453,0.8423,0.0,0,green_space,cast_iron,8,131.04,88.6,21.24,5,26,SAFE,4,-2.5703309479745275,-1.2646564619183196,5300.0,1100.0,0.4272,1393,MEDIUM
277,10,0.0027397260273972603,0.17623002739726026,0.3,0.3,0.1004176712328767,0.0949,0.4238,0.4198195,1.6978,0.17623002739726026,0.07385098630136987,0.20487564383561643,0.05,0.9,0.05,0.8419665753424658,0.8424,0.036363636363636404,2,residential_dense,concrete,13,107.52,78.1,19.63,5,27,SAFE,1,-0.5400838769667412,0.05455556366174169,5500.0,1100.0,0.4365,1210,MEDIUM
278,8,0.002191780821917808,0.19152405479452056,0.3,0.3,0.09239405479452054,0.0699,0.2633,0.37672377,1.417,0.19152405479452056,0.07202290410958904,0.10553742465753424,0.05,0.9,0.05,0.8426088493150685,0.8444,0.0363636363636363,-2,residential_light,concrete,29,92.16,49.8,19.87,5,28,SAFE,1,-0.5271138834621385,-0.14156990975011002,5700.0,1100.0,0.4321,1301,MEDIUM
279,8,0.002191780821917808,0.1360412602739726,0.3,0.3,0.0760365205479452,0.0707,0.3049,0.36075997,1.3171,0.1360412602739726,0.049308520547945205,0.16036545205479452,0.05,0.9,0.05,0.8439172328767124,0.8443,-0.13333333333333316,-4,residential_light,hdpe,25,88.0,58.0,19.32,5,29,SAFE,2,-1.8454389331974117,-0.034530009073369575,5900.0,1100.0,0.4252,1448,MEDIUM
280,10,0.0027397260273972603,0.19498043835616438,0.3,0.3,0.11811430136986302,0.0688,0.291,0.40028918,1.5438,0.19498043835616438,0.07798739726027397,0.45493871232876715,0.05,0.9,0.05,0.8405514520547945,0.8445,-0.10909090909090902,-4,residential_light,clay,8,74.88,89.5,19.94,5,30,SAFE,1,-1.222716966817644,-0.5397148619808955,6100.0,1100.0,0.3968,2232,MEDIUM
281,7,0.0019178082191780822,0.17221172602739726,0.3,0.3,0.0952618904109589,0.0843,0.2993,0.34842753,1.2754,0.17221172602739726,0.05993843835616438,0.298027095890411,0.05,0.9,0.05,0.8423784657534247,0.8433,-0.13939393939393926,-3,residential_light,hdpe,14,97.68,73.2,20.67,5,31,SAFE,2,-1.26001065907106,-0.3978410475984185,6300.0,1100.0,0.4237,1483,MEDIUM
282,8,0.002191780821917808,0.2022637808219178,0.3,0.3,0.11281164383561644,0.0756,0.3252,0.43610457,1.5302,0.2022637808219178,0.08814956164383562,0.20668545205479452,0.05,0.9,0.05,0.8409759726027397,0.844,-0.08484848484848481,-2,residential_dense,concrete,12,108.48,77.2,21.68,5,32,SAFE,1,-0.332948742514037,-0.38688684365655457,6500.0,1100.0,0.4106,1852,MEDIUM
283,11,0.0030136986301369864,0.19381550684931506,0.3,0.3,0.10094309589041095,0.0616,0.2862,0.41918474,1.5033,0.19381550684931506,0.08116016438356165,0.09446312328767123,0.05,0.9,0.05,0.8419240547945206,0.8451,-0.12727272727272715,-1,residential_dense,cast_iron,30,106.4,41.9,18.72,5,33,SAFE,1,-0.5082428466702243,-0.2479507136733493,6700.0,1100.0,0.4229,1506,MEDIUM
284,10,0.0027397260273972603,0.1702738082191781,0.3,0.3,0.0932528493150685,0.0851,0.2817,0.3254775,1.1431,0.1702738082191781,0.055445479452054795,0.3169266575342466,0.05,0.9,0.05,0.8425396986301369,0.8432,-0.19393939393939372,-6,residential_light,concrete,14,106.56,75.6,21.69,5,34,SAFE,2,-1.4343895640176583,-0.6068870531048839,6900.0,1100.0,0.4251,1452,MEDIUM
285,21,0.005753424657534247,0.20390350684931507,0.3,0.3,0.11266630136986303,0.0835,0.3542,0.4263037,1.5433,0.20390350684931507,0.08713882191780821,0.20542235616438356,0.05,0.9,0.05,0.8409870684931507,0.8433,-0.05454545454545442,-1,residential_light,clay,20,67.2,59.4,16.97,5,35,SAFE,1,-0.1746030269916185,-0.34805195322749727,7100.0,1100.0,0.4343,1257,MEDIUM
286,9,0.002465753424657534,0.16361972602739724,0.3,0.3,0.10266,0.0968,0.2606,0.42466295,1.355,0.16361972602739724,0.06945843835616439,0.3446580821917808,0.05,0.9,0.05,0.8417861369863014,0.8423,-0.1636363636363637,-5,residential_dense,pvc,3,97.6,94.3,18.01,5,36,SAFE,2,-1.2204849483505098,-0.4617210358521694,7300.0,1100.0,0.4214,1564,MEDIUM
287,43,0.011780821917808219,0.12798835616438356,0.2628,0.2628,0.08550890410958904,0.0958,0.2803,0.488005,1.5617,0.12798835616438356,0.06241002739726028,0.21226397260273974,0.05,0.9,0.05,0.8431591232876713,0.8423,-0.21212121212121204,-3,industrial,concrete,7,113.28,87.8,18.02,5,37,SAFE,2,-1.5394715127240617,-0.05828333722556241,7500.0,1100.0,0.3284,2436,MEDIUM
288,7,0.0019178082191780822,0.1741078904109589,0.3,0.3,0.08566879452054794,0.0663,0.2889,0.28028178,1.1686,0.1741078904109589,0.048508027397260275,0.21605767123287672,0.05,0.9,0.05,0.8431465753424658,0.8447,-0.16363636363636355,-3,residential_light,concrete,20,100.8,61.9,17.16,5,38,SAFE,2,-1.4683615163545982,-0.3925148115006653,7700.0,1100.0,0.4121,1813,MEDIUM
289,4,0.001095890410958904,0.1385876712328767,0.2222,0.2222,0.08958090410958905,0.0647,0.2119,0.31010002,1.1221,0.1385876712328767,0.04308594520547945,0.476662301369863,0.05,0.9,0.05,0.8428338630136987,0.8448,-0.012121212121212038,0,residential_light,hdpe,3,107.36,95.5,16.02,5,39,SAFE,2,-2.5403350217539895,0.15234383320426553,7900.0,1100.0,0.1675,2494,LOW
290,338,0.0926027397260274,0.17827813698630138,0.3,0.3,0.11176865753424657,0.0895,0.4878,0.537122,2.0066,0.17827813698630138,0.09519756164383561,0.10349846575342467,0.05,0.9,0.05,0.8410588219178082,0.8428,1.8937128351121355e-16,16,residential_dense,concrete,29,92.16,43.1,16.58,5,40,ACUTE,2,0.38311038013522414,0.9216853538131866,8100.0,1100.0,0.5022,675,HIGH
291,14,0.0038356164383561643,0.17305432876712326,0.3,0.3,0.08987084931506849,0.0893,0.3915,0.43723267,1.7329,0.17305432876712326,0.07563753424657534,0.04639301369863014,0.05,0.9,0.05,0.8428097260273973,0.8429,-0.06060606060606069,0,residential_light,hdpe,34,80.08,34.2,16.79,5,41,SAFE,2,-0.3676037836894455,-0.036984157087824904,8300.0,1100.0,0.4619,937,MEDIUM
292,13,0.003561643835616438,0.18333931506849313,0.3,0.3,0.09826583561643835,0.0821,0.2794,0.34896782,1.3896,0.18333931506849313,0.06390978082191781,0.27645879452054795,0.05,0.9,0.05,0.8421391780821917,0.8434,-0.11515151515151513,-3,residential_light,pvc,19,84.8,69.0,17.44,5,42,SAFE,1,-1.0126936860153208,-0.436800631028786,8500.0,1100.0,0.4299,1336,MEDIUM
293,1153,0.31589041095890413,0.22076164383561644,0.3,0.3,0.17202394520547945,0.1397,0.6758,0.66395324,2.7441,0.22076164383561644,0.1467412602739726,0.33746076712328765,0.05,0.9,0.05,0.8362381369863015,0.8388,0.9878787878787898,39,industrial,clay,2,78.72,95.0,19.71,5,43,ACUTE,3,3.318921925787058,3.118364624242747,8700.0,1100.0,0.6803,110,HIGH
294,0,0.0,0.2078501095890411,0.3,0.3,0.12857260273972604,0.0769,0.2111,0.09384841,0.3744,0.2078501095890411,0.019518493150684935,0.6435469315068494,0.1099,0.8401,0.05,0.839714109589041,0.8438,0.0,0,green_space,cast_iron,4,135.52,89.1,19.92,5,44,SAFE,4,-2.341441284912757,-0.9666332340841896,8900.0,1100.0,0.3985,2192,MEDIUM
295,0,0.0,0.21790745205479453,0.3,0.3,0.09655936986301371,0.0472,0.1798,0.17131296,0.6298,0.21790745205479453,0.037298849315068494,0.3154658630136986,0.05,0.9,0.05,0.8422756986301371,0.8462,0.0,0,green_space,clay,28,62.08,49.8,19.27,5,45,SAFE,1,-1.3438459763877775,-0.4777366123204369,9100.0,1100.0,0.4013,2120,MEDIUM
296,182,0.04986301369863014,0.16129923287671233,0.3,0.3,0.09616704109589042,0.0782,0.4064,0.51402515,1.886,0.16129923287671233,0.0831414794520548,0.05761627397260274,0.05,0.9,0.05,0.842307698630137,0.8437,-0.3030303030303015,-6,residential_dense,concrete,27,94.08,54.1,20.83,5,46,ACUTE,2,-0.6342985392580236,-0.33824613980407436,9300.0,1100.0,0.4628,931,MEDIUM
297,372,0.10191780821917808,0.18104745205479453,0.3,0.3,0.09764383561643834,0.1014,0.3791,0.52409005,2.376,0.18104745205479453,0.09486868493150684,0.052772,0.05,0.7183,0.2317,0.8421886575342467,0.8419,-0.2666666666666654,-10,residential_dense,pvc,26,79.2,50.4,19.72,5,47,ACUTE,1,0.8135889658769531,-1.134932881585649,9500.0,1100.0,0.5164,609,HIGH
298,10,0.0027397260273972603,0.22986528767123288,0.3,0.3,0.11319243835616438,0.0801,0.3191,0.30698258,1.1916,0.22986528767123288,0.07072347945205479,0.36346082191780826,0.05,0.9,0.05,0.8409443561643836,0.8436,0.1212121212121213,2,residential_dense,cast_iron,5,134.4,92.2,19.28,5,48,SAFE,1,-0.2901073510523966,-0.3558098005805618,9700.0,1100.0,0.4103,1864,MEDIUM
299,0,0.0,0.17300260273972604,0.3,0.3,0.11053016438356164,0.087,0.1598,0.100983344,0.3096,0.17300260273972604,0.017450301369863013,0.48289769863013704,0.1631,0.7869,0.05,0.8411575890410958,0.843,0.0,0,green_space,cast_iron,14,124.32,70.7,17.83,5,49,SAFE,4,-2.705547888062129,-0.8760948134367538,9900.0,1100.0,0.4259,1427,MEDIUM
300,0,0.0,0.16214230136986302,0.3,0.3,0.08507279452054795,0.0557,0.165,0.16406041,0.6116,0.16214230136986302,0.02654205479452055,0.2786496164383562,0.05,0.9,0.05,0.8431945753424657,0.8455,0.0,0,green_space,pvc,27,78.4,46.9,8.76,6,0,SAFE,2,-2.1193581867598033,-0.016861460960559863,100.0,1300.0,0.4097,1879,MEDIUM
301,5,0.0013698630136986301,0.1772774794520548,0.3,0.3,0.09450328767123288,0.0754,0.2462,0.3220257,1.0011,0.1772774794520548,0.05683865753424657,0.301005698630137,0.05,0.9,0.05,0.8424405753424657,0.844,0.006060606060605998,-3,residential_light,concrete,15,105.6,73.3,9.21,6,1,SAFE,1,-1.3013429924460784,-0.24413347193727925,300.0,1300.0,0.4149,1741,MEDIUM
302,6,0.0016438356164383563,0.17569183561643836,0.3,0.3,0.08820610958904108,0.0621,0.2722,0.257129,1.0318,0.17569183561643836,0.04535619178082191,0.27714728767123287,0.05,0.9,0.05,0.842943205479452,0.845,0.02424242424242432,2,residential_light,cast_iron,17,120.96,69.8,11.1,6,2,SAFE,1,-1.5365089419511213,0.02920951209544448,500.0,1300.0,0.4034,2057,MEDIUM
303,0,0.0,0.20400939726027395,0.3,0.3,0.09477893150684932,0.0532,0.1471,0.14254314,0.4703,0.20400939726027395,0.029082821917808217,0.28837641095890415,0.05,0.9,0.05,0.842419397260274,0.8457,0.0,0,green_space,concrete,30,91.2,47.4,11.91,6,3,SAFE,1,-1.5200040356657096,-0.3939704183046948,700.0,1300.0,0.4115,1837,MEDIUM
304,4,0.001095890410958904,0.2022429315068493,0.3,0.3,0.08934150684931506,0.065,0.2948,0.28836036,1.1689,0.2022429315068493,0.058419315068493155,0.1642857808219178,0.05,0.9,0.05,0.8428530136986302,0.8448,-0.04848484848484833,0,residential_light,cast_iron,26,110.88,55.5,12.53,6,4,SAFE,1,-0.7489445393002198,-0.31860380177130904,900.0,1300.0,0.4196,1610,MEDIUM
305,81,0.02219178082191781,0.17816326027397258,0.3,0.3,0.09747057534246575,0.1223,0.2964,0.47198775,1.8006,0.17816326027397258,0.08397739726027396,0.0967666301369863,0.05,0.5443,0.4057,0.8422024383561644,0.8402,0.3454545454545453,13,residential_dense,hdpe,23,89.76,63.4,14.11,6,5,ACUTE,0,1.6008176195036499,-0.13067960046794352,1100.0,1300.0,0.5074,648,HIGH
306,0,0.0,0.14019871232876713,0.3,0.3,0.08858216438356165,0.0881,0.1709,0.11643348,0.4522,0.14019871232876713,0.016288109589041096,0.3000015616438356,0.1919,0.7581,0.05,0.8429146301369862,0.843,0.0,0,green_space,cast_iron,28,108.64,49.8,16.77,6,6,SAFE,4,-2.968753578890774,-0.6447597202264714,1300.0,1300.0,0.449,1028,MEDIUM
307,0,0.0,0.18611471232876714,0.3,0.3,0.1137882191780822,0.0714,0.1695,0.103327505,0.4073,0.18611471232876714,0.01931369863013699,0.5072572328767123,0.1188,0.8312,0.05,0.8408963835616439,0.8443,0.0,0,green_space,concrete,14,106.56,73.0,16.36,6,7,SAFE,4,-2.5056021181914514,-0.7340906817071627,1500.0,1300.0,0.4077,1942,MEDIUM
308,15,0.00410958904109589,0.14352191780821918,0.3,0.3,0.08342531506849316,0.0907,0.3278,0.4213673,1.5668,0.14352191780821918,0.060250986301369866,0.15852997260273974,0.05,0.9,0.05,0.8433259726027397,0.8427,-0.05454545454545437,-1,residential_light,pvc,25,80.0,58.0,18.83,6,8,SAFE,2,-1.2352983442268195,0.09659809278363017,1700.0,1300.0,0.4496,1025,MEDIUM
309,67,0.018356164383561645,0.19750350684931506,0.3,0.3,0.11367860273972602,0.0845,0.414,0.48867542,1.776,0.19750350684931506,0.09631769863013698,0.10554416438356164,0.05,0.8999,0.0501,0.8409060821917809,0.8432,-0.1272727272727269,-3,residential_dense,cast_iron,31,105.28,41.9,19.26,6,9,SAFE,1,0.06417795928842675,-0.37465966451737764,1900.0,1300.0,0.4594,952,MEDIUM
310,12,0.0032876712328767125,0.12779287671232878,0.2561,0.2561,0.07779219178082192,0.0753,0.3484,0.41550636,1.7336,0.12779287671232878,0.05317550684931507,0.17036542465753424,0.05,0.9,0.05,0.8437766575342466,0.844,-0.08484848484848478,-2,residential_dense,hdpe,13,98.56,76.0,20.28,6,10,SAFE,2,-1.825760777094144,0.18812212912265053,2100.0,1300.0,0.2907,2461,MEDIUM
311,8,0.002191780821917808,0.12345235616438355,0.2966,0.2966,0.07392534246575343,0.0715,0.2296,0.3775125,1.4153,0.12345235616438355,0.04652493150684932,0.19240172602739727,0.05,0.9,0.05,0.844086493150685,0.8443,-0.19393939393939372,-2,residential_light,hdpe,18,94.16,63.4,22.53,6,11,SAFE,2,-2.1216873707679493,0.07095325345994258,2300.0,1300.0,0.4058,1990,MEDIUM
312,18,0.004931506849315068,0.20551323287671233,0.3,0.3,0.10436213698630137,0.0824,0.3764,0.4497746,1.6942,0.20551323287671233,0.0927814794520548,0.053200986301369865,0.05,0.9,0.05,0.8416514246575343,0.8434,-0.19393939393939377,-6,residential_dense,cast_iron,24,113.12,52.1,23.16,6,12,SAFE,1,0.10678455463681054,-0.678013005353895,2500.0,1300.0,0.4388,1170,MEDIUM
313,22,0.006027397260273973,0.20292805479452056,0.3,0.3,0.12683290410958903,0.1054,0.3662,0.45217043,1.4414,0.20292805479452056,0.09171016438356164,0.41133794520547945,0.05,0.9,0.05,0.8398530958904109,0.8416,-0.048484848484848374,0,residential_light,clay,11,72.96,84.8,24.06,6,13,SAFE,1,-0.2427062398340153,-0.427321755983909,2700.0,1300.0,0.4459,1068,MEDIUM
314,0,0.0,0.19808731506849314,0.3,0.3,0.0965186301369863,0.0631,0.1767,0.18341693,0.7064,0.19808731506849314,0.036186,0.3832808219178082,0.05,0.9,0.05,0.8422784109589042,0.845,0.0,0,green_space,clay,25,64.0,58.4,25.51,6,14,SAFE,1,-1.5761917483515806,-0.38220663221611917,2900.0,1300.0,0.4152,1730,MEDIUM
315,0,0.0,0.20136241095890411,0.3,0.3,0.09908819178082191,0.0469,0.1674,0.12943517,0.399,0.20136241095890411,0.02606358904109589,0.3260230136986301,0.05,0.9,0.05,0.8420734794520548,0.8462,0.0,0,green_space,concrete,28,93.12,51.6,25.23,6,15,SAFE,1,-1.7646089943073933,-0.370227383717562,3100.0,1300.0,0.401,2130,MEDIUM
316,6,0.0016438356164383563,0.18243339726027397,0.3,0.3,0.10064134246575342,0.0752,0.2671,0.30418175,1.063,0.18243339726027397,0.055457369863013695,0.4140740273972603,0.05,0.9,0.05,0.8419487945205479,0.844,-0.0848484848484847,0,residential_light,concrete,7,113.28,86.5,26.88,6,16,SAFE,1,-1.4768535906228537,-0.31797630624889145,3300.0,1300.0,0.4021,2101,MEDIUM
