zone_id,w1_initial,w2_initial,w3_initial,w1_final,w2_final,w3_final,w1_var,w2_var,w3_var,land_use,drain_material,grid_row,grid_col,dominant_component,w1_shift,w2_shift,w3_shift
276,0.3355,0.3355,0.3291,0.1718,0.7782,0.05,0.0010874369353672103,0.001087449135993088,0.0,green_space,cast_iron,5,26,StressMismatch(d2),-0.1637,0.4427,-0.2791
277,0.3362,0.3363,0.3275,0.05,0.9,0.05,1.6373142439521164e-09,3.292206210306432e-09,1.5463148623580615e-09,residential_dense,concrete,5,27,StressMismatch(d2),-0.2862,0.5637,-0.2775
278,0.3346,0.3346,0.3308,0.05,0.9,0.05,1.8693851545070896e-09,0.0027637699404081443,0.0027639129595412523,residential_light,concrete,5,28,StressMismatch(d2),-0.2846,0.5654,-0.2808
279,0.3356,0.3356,0.3287,0.05,0.9,0.05,4.0927234225957116e-11,2.0845904465608418e-09,4.0927234225957116e-11,residential_light,hdpe,5,29,StressMismatch(d2),-0.2856,0.5644,-0.2787
280,0.3396,0.3396,0.3207,0.05,0.9,0.05,1.1016622004009003e-09,2.4784588572624892e-09,1.1016622004009003e-09,residential_light,clay,5,30,StressMismatch(d2),-0.2896,0.5604,-0.2707
281,0.3373,0.3373,0.3254,0.05,0.9,0.05,1.2236943200342054e-10,2.3442085339946835e-09,1.2236943200342054e-10,residential_light,hdpe,5,31,StressMismatch(d2),-0.2873,0.5627,-0.2754
282,0.3363,0.3363,0.3274,0.05,0.9,0.05,1.625058561175321e-09,2.804415044138323e-09,1.625058561175321e-09,residential_dense,concrete,5,32,StressMismatch(d2),-0.2863,0.5637,-0.2774
283,0.3356,0.3356,0.3288,0.05,0.9,0.05,1.3923130258792846e-09,2.6653299102365705e-09,1.3923130258792846e-09,residential_dense,cast_iron,5,33,StressMismatch(d2),-0.2856,0.5644,-0.2788
284,0.3375,0.3375,0.3251,0.05,0.9,0.05,1.3679890560874712e-11,1.8072447201312988e-09,1.3679890560874712e-11,residential_light,concrete,5,34,StressMismatch(d2),-0.2875,0.5625,-0.2751
285,0.3361,0.3361,0.3278,0.05,0.9,0.05,1.845323538781085e-09,3.489721342500778e-09,1.7552611359927923e-09,residential_light,clay,5,35,StressMismatch(d2),-0.2861,0.5639,-0.2778
286,0.3388,0.3388,0.3224,0.05,0.9,0.05,1.8374529168148497e-09,3.626707643877152e-09,1.8374529168148497e-09,residential_dense,pvc,5,36,StressMismatch(d2),-0.2888,0.5612,-0.2724
287,0.3376,0.3376,0.3248,0.05,0.9,0.05,1.8031220133798124e-09,4.229409890757185e-09,1.5466896538801604e-09,industrial,concrete,5,37,StressMismatch(d2),-0.2876,0.5624,-0.2748
288,0.3353,0.3353,0.3295,0.05,0.9,0.05,1.3679890560873757e-11,9.384779716273562e-10,1.3679890560873757e-11,residential_light,concrete,5,38,StressMismatch(d2),-0.2853,0.5647,-0.2795
289,0.3395,0.3395,0.3209,0.05,0.9,0.05,0.0,2.2746097483261474e-10,0.0,residential_light,hdpe,5,39,StressMismatch(d2),-0.2895,0.5605,-0.2709
290,0.3366,0.3366,0.3268,0.05,0.9,0.05,3.3079999250417256e-08,5.188943650095484e-08,4.511777823585311e-09,residential_dense,concrete,5,40,StressMismatch(d2),-0.2866,0.5634,-0.2768
291,0.3344,0.3344,0.3311,0.05,0.9,0.05,1.5551224631299713e-09,7.088315874293626e-08,6.545265446095431e-08,residential_light,hdpe,5,41,StressMismatch(d2),-0.2844,0.5656,-0.2811
292,0.3366,0.3366,0.3268,0.05,0.9,0.05,2.438768435058058e-10,2.6772108014877926e-09,2.438768435058058e-10,residential_light,pvc,5,42,StressMismatch(d2),-0.2866,0.5634,-0.2768
293,0.3411,0.3412,0.3177,0.05,0.9,0.05,8.847920844030473e-08,4.0539819725280915e-07,1.2173933249629952e-07,industrial,clay,5,43,StressMismatch(d2),-0.2911,0.5588,-0.2677
294,0.3358,0.3358,0.3284,0.1099,0.8401,0.05,0.0015507878571294695,0.0015508545811142333,0.0,green_space,cast_iron,5,44,StressMismatch(d2),-0.2259,0.5043,-0.2784
295,0.3353,0.3353,0.3294,0.05,0.9,0.05,0.0,1.3679890560856333e-11,0.0,green_space,clay,5,45,StressMismatch(d2),-0.2853,0.5647,-0.2794
296,0.3341,0.3341,0.3318,0.05,0.9,0.05,9.158892865843363e-09,4.550936041824293e-08,2.9002567321929403e-08,residential_dense,concrete,5,46,StressMismatch(d2),-0.2841,0.5659,-0.2818
297,0.3338,0.3343,0.3319,0.05,0.7183,0.2317,1.8296872364747843e-08,0.00013313486063377445,0.000133125617787605,residential_dense,pvc,5,47,StressMismatch(d2),-0.2838,0.384,-0.1002
298,0.337,0.3371,0.3259,0.05,0.9,0.05,1.5021644210407007e-10,2.447351160917247e-09,2.459007177257625e-10,residential_dense,cast_iron,5,48,StressMismatch(d2),-0.287,0.5629,-0.2759
299,0.3354,0.3354,0.3293,0.1631,0.7869,0.05,0.0014862812965912705,0.0014863214504806457,0.0,green_space,cast_iron,5,49,StressMismatch(d2),-0.1723,0.4515,-0.2793
300,0.3353,0.3353,0.3293,0.05,0.9,0.05,0.002619106719937025,0.0026199668180200085,1.3679890560876507e-11,green_space,pvc,6,0,StressMismatch(d2),-0.2853,0.5647,-0.2793
301,0.3372,0.3373,0.3255,0.05,0.9,0.05,1.5021644210407007e-10,2.269550062778675e-09,1.5021644210407007e-10,residential_light,concrete,6,1,StressMismatch(d2),-0.2872,0.5627,-0.2755
302,0.336,0.3361,0.3279,0.05,0.9,0.05,0.0,2.7940707981024894e-10,0.0,residential_light,cast_iron,6,2,StressMismatch(d2),-0.286,0.5639,-0.2779
303,0.335,0.335,0.3301,0.05,0.9,0.05,0.00014161589292206218,0.00014178560185896518,0.0,green_space,concrete,6,3,StressMismatch(d2),-0.285,0.565,-0.2801
304,0.3349,0.3351,0.33,0.05,0.9,0.05,1.3679890560874712e-11,1.0810861458318977e-09,1.3679890560874712e-11,residential_light,cast_iron,6,4,StressMismatch(d2),-0.2849,0.5649,-0.28
305,0.3344,0.3344,0.3312,0.05,0.5443,0.4057,4.484380563311291e-09,5.674413713621698e-05,5.6773338792798496e-05,residential_dense,hdpe,6,5,StressMismatch(d2),-0.2844,0.2099,0.0745
306,0.3348,0.3349,0.3303,0.1919,0.7581,0.05,0.0016450976347656457,0.0016448839127110567,1.3679890560873452e-11,green_space,cast_iron,6,6,StressMismatch(d2),-0.1429,0.4232,-0.2803
307,0.3353,0.3353,0.3294,0.1188,0.8312,0.05,0.0017741351794314396,0.0017742477717519725,0.0,green_space,concrete,6,7,StressMismatch(d2),-0.2165,0.4959,-0.2794
308,0.336,0.336,0.3281,0.05,0.9,0.05,1.2446826452786248e-09,2.811161291530603e-09,1.1798437119348405e-09,residential_light,pvc,6,8,StressMismatch(d2),-0.286,0.564,-0.2781
309,0.3363,0.3364,0.3273,0.05,0.8999,0.0501,4.889492719674535e-09,8.549894121386265e-09,2.571819425443862e-09,residential_dense,cast_iron,6,9,StressMismatch(d2),-0.2863,0.5635,-0.2772
310,0.3361,0.3361,0.3278,0.05,0.9,0.05,4.811948353728948e-10,2.4671776324420305e-09,4.811948353728948e-10,residential_dense,hdpe,6,10,StressMismatch(d2),-0.2861,0.5639,-0.2778
311,0.3366,0.3366,0.3268,0.05,0.9,0.05,2.7322301969530728e-11,2.1491295466881114e-09,2.7322301969530728e-11,residential_light,hdpe,6,11,StressMismatch(d2),-0.2866,0.5634,-0.2768
312,0.3343,0.3344,0.3313,0.05,0.9,0.05,1.9219684050744946e-09,8.791044731369767e-07,8.524237767741666e-07,residential_dense,cast_iron,6,12,StressMismatch(d2),-0.2843,0.5656,-0.2813
313,0.3403,0.3404,0.3193,0.05,0.9,0.05,2.2148679796861113e-09,5.078387646850813e-09,2.44757603582995e-09,residential_light,clay,6,13,StressMismatch(d2),-0.2903,0.5596,-0.2693
314,0.3361,0.3362,0.3277,0.05,0.9,0.05,0.0,1.3679890560865675e-11,0.0,green_space,clay,6,14,StressMismatch(d2),-0.2861,0.5638,-0.2777
315,0.3349,0.3349,0.3301,0.05,0.9,0.05,0.0011696191216760679,0.0011700669608905073,1.3679890560876507e-11,green_space,concrete,6,15,StressMismatch(d2),-0.2849,0.5651,-0.2801
316,0.3384,0.3385,0.3231,0.05,0.9,0.05,1.3679890560873452e-11,1.6242340198213693e-09,5.4719562243503495e-11,residential_light,concrete,6,16,StressMismatch(d2),-0.2884,0.5615,-0.2731
317,0.3347,0.3347,0.3306,0.05,0.9,0.05,0.003393849197983602,0.0033997170619717754,4.35898281580874e-08,residential_dense,pvc,6,17,StressMismatch(d2),-0.2847,0.5653,-0.2806
318,0.3365,0.3365,0.3269,0.1024,0.8476,0.05,0.002365207489646398,0.0023649812199839125,1.3679890560873452e-11,green_space,pvc,6,18,StressMismatch(d2),-0.2341,0.5111,-0.2769
319,0.3361,0.3362,0.3277,0.05,0.9,0.05,0.0018182219082885148,0.001818718870640753,0.0,green_space,concrete,6,19,StressMismatch(d2),-0.2861,0.5638,-0.2777
320,0.3362,0.3362,0.3275,0.05,0.9,0.05,4.450499409703053e-09,1.1474429848380742e-08,3.3100462867528454e-09,residential_dense,pvc,6,20,StressMismatch(d2),-0.2862,0.5638,-0.2775
321,0.3378,0.3378,0.3243,0.05,0.9,0.05,9.763656466090676e-09,3.2219103123906264e-08,9.022918501583554e-09,industrial,pvc,6,21,StressMismatch(d2),-0.2878,0.5622,-0.2743
322,0.3358,0.3358,0.3285,0.05,0.9,0.05,4.0342559451309614e-09,7.1805932949714675e-09,2.2436894477443798e-09,residential_dense,concrete,6,22,StressMismatch(d2),-0.2858,0.5642,-0.2785
323,0.3348,0.3348,0.3304,0.05,0.9,0.05,3.223222082716361e-08,1.06523081535883e-06,9.635716882484318e-07,industrial,hdpe,6,23,StressMismatch(d2),-0.2848,0.5652,-0.2804
324,0.3353,0.3353,0.3294,0.1219,0.8281,0.05,0.0013725049894496226,0.0013725447007851966,0.0,green_space,cast_iron,6,24,StressMismatch(d2),-0.2134,0.4928,-0.2794
325,0.3411,0.3412,0.3177,0.05,0.9,0.05,1.8911931488109623e-07,9.493943743791975e-07,3.018053332833515e-07,residential_dense,clay,6,25,StressMismatch(d2),-0.2911,0.5588,-0.2677
326,0.3357,0.3357,0.3286,0.066,0.884,0.05,0.0018613754910706043,0.0018613160369544475,0.0,green_space,cast_iron,6,26,StressMismatch(d2),-0.2697,0.5483,-0.2786
327,0.3383,0.3383,0.3235,0.05,0.9,0.05,0.0005132351576185736,0.0005134199660813683,6.178813035245834e-10,residential_light,hdpe,6,27,StressMismatch(d2),-0.2883,0.5617,-0.2735
328,0.3366,0.3367,0.3267,0.107,0.843,0.05,0.0022741464236643327,0.002273792153702017,0.0,green_space,hdpe,6,28,StressMismatch(d2),-0.2296,0.5063,-0.2767
329,0.3351,0.3353,0.3297,0.05,0.9,0.05,1.4058804789832132e-09,2.9729587916682023e-09,1.2493675393060238e-09,residential_light,pvc,6,29,StressMismatch(d2),-0.2851,0.5647,-0.2797
330,0.3353,0.3353,0.3294,0.05,0.9,0.05,3.728538500459138e-09,1.0048985251957585e-08,5.577010288027001e-09,industrial,cast_iron,6,30,StressMismatch(d2),-0.2853,0.5647,-0.2794
331,0.3388,0.3388,0.3224,0.05,0.9,0.05,1.7120476734819019e-09,2.804789835658928e-09,1.7120476734819019e-09,residential_dense,concrete,6,31,StressMismatch(d2),-0.2888,0.5612,-0.2724
332,0.3376,0.3376,0.3248,0.05,0.9,0.05,1.0838970822478466e-10,2.2746097483312853e-09,1.0838970822478466e-10,residential_dense,cast_iron,6,32,StressMismatch(d2),-0.2876,0.5624,-0.2748
333,0.334,0.3341,0.3319,0.05,0.9,0.05,0.0016075363915072278,0.0016086731085958718,2.3552124130950315e-08,residential_dense,pvc,6,33,StressMismatch(d2),-0.284,0.5659,-0.2819
334,0.3353,0.3353,0.3295,0.1065,0.8435,0.05,0.0017311808502520544,0.001731159922867914,0.0,green_space,concrete,6,34,StressMismatch(d2),-0.2288,0.5082,-0.2795
335,0.3372,0.3372,0.3256,0.05,0.9,0.05,1.598950583737669e-08,3.7776924086007094e-08,6.68204561212729e-09,industrial,concrete,6,35,StressMismatch(d2),-0.2872,0.5628,-0.2756
336,0.3358,0.3359,0.3283,0.111,0.839,0.05,0.00138909926660795,0.0013891434984914706,0.0,green_space,cast_iron,6,36,StressMismatch(d2),-0.2248,0.5031,-0.2783
337,0.3371,0.3372,0.3257,0.05,0.9,0.05,0.00010513580360924276,0.00010529895249516944,1.3679890560876507e-11,green_space,clay,6,37,StressMismatch(d2),-0.2871,0.5628,-0.2757
338,0.3345,0.3345,0.331,0.05,0.9,0.05,1.6676060191518157e-07,2.7832247062572376e-07,4.5813466259391496e-08,residential_dense,pvc,6,38,StressMismatch(d2),-0.2845,0.5655,-0.281
339,0.3374,0.3376,0.325,0.05,0.9,0.05,2.8090624590072445e-10,2.5274066300635007e-09,3.486685531172915e-10,residential_dense,concrete,6,39,StressMismatch(d2),-0.2874,0.5624,-0.275
340,0.3356,0.3357,0.3287,0.05,0.9,0.05,1.6416442104079743e-07,2.2892963289171758e-07,1.5191312332513898e-08,residential_dense,hdpe,6,40,StressMismatch(d2),-0.2856,0.5643,-0.2787
341,0.3348,0.3348,0.3304,0.05,0.9,0.05,3.897419560369418e-09,1.8311901504796885e-08,1.3308622078969302e-08,residential_dense,concrete,6,41,StressMismatch(d2),-0.2848,0.5652,-0.2804
342,0.3374,0.3375,0.325,0.05,0.9,0.05,1.3679890560874712e-11,1.892884582944234e-09,1.3679890560874712e-11,residential_light,concrete,6,42,StressMismatch(d2),-0.2874,0.5625,-0.275
343,0.3344,0.3345,0.3311,0.0613,0.8887,0.05,0.0025475861535146065,0.0025475721932050896,1.3679890560876507e-11,green_space,concrete,6,43,StressMismatch(d2),-0.2731,0.5542,-0.2811
344,0.3349,0.3349,0.3302,0.05,0.9,0.05,2.3908700785173925e-09,0.003586718981504009,0.0035866591367426834,residential_light,pvc,6,44,StressMismatch(d2),-0.2849,0.5651,-0.2802
345,0.3406,0.3406,0.3187,0.05,0.9,0.05,1.3679890560873654e-11,2.1335007402141233e-09,1.3679890560873654e-11,residential_light,pvc,6,45,StressMismatch(d2),-0.2906,0.5594,-0.2687
346,0.3382,0.3382,0.3236,0.05,0.9,0.05,2.732230196953013e-11,1.229690984389823e-09,2.732230196953013e-11,residential_light,concrete,6,46,StressMismatch(d2),-0.2882,0.5618,-0.2736
347,0.3398,0.3399,0.3203,0.05,0.9,0.05,1.491670258418523e-10,2.459232052166032e-09,2.1730412458068929e-10,residential_light,pvc,6,47,StressMismatch(d2),-0.2898,0.5601,-0.2703
348,0.3384,0.3384,0.3233,0.05,0.9,0.05,2.3147873995093326e-09,5.9990255420332866e-09,2.5218971946853303e-09,residential_dense,pvc,6,48,StressMismatch(d2),-0.2884,0.5616,-0.2733
349,0.3344,0.3345,0.3311,0.05,0.2684,0.6816,1.491741094016442e-07,0.0014818749496467688,0.0014795229807169847,industrial,pvc,6,49,FlowEfficiency(d3),-0.2844,-0.0661,0.3505
350,0.3366,0.3366,0.3269,0.05,0.9,0.05,1.221970279032214e-09,2.6096733691846866e-09,1.221970279032214e-09,residential_dense,hdpe,7,0,StressMismatch(d2),-0.2866,0.5634,-0.2769
351,0.3419,0.342,0.3161,0.05,0.9,0.05,1.9407829394895314e-09,3.7298502707836114e-09,2.146393568577415e-09,residential_light,clay,7,1,StressMismatch(d2),-0.2919,0.558,-0.2661
352,0.3358,0.3358,0.3284,0.05,0.9,0.05,2.7322301969527128e-11,7.886363210450431e-10,1.3679890560875084e-11,residential_light,cast_iron,7,2,StressMismatch(d2),-0.2858,0.5642,-0.2784
353,0.3358,0.3358,0.3283,0.05,0.9,0.05,5.216753181043064e-08,7.399175458651084e-08,5.1787193373686645e-09,industrial,concrete,7,3,StressMismatch(d2),-0.2858,0.5642,-0.2783
354,0.3342,0.3342,0.3316,0.05,0.9,0.05,1.1187901729664599e-09,5.075662912501638e-08,4.586994734179024e-08,residential_light,concrete,7,4,StressMismatch(d2),-0.2842,0.5658,-0.2816
355,0.3369,0.337,0.3261,0.05,0.9,0.05,3.051552573880465e-10,2.3061297153449912e-09,3.051552573880465e-10,residential_light,pvc,7,5,StressMismatch(d2),-0.2869,0.563,-0.2761
356,0.3395,0.3395,0.321,0.05,0.9,0.05,2.732230196952878e-11,1.9536382886977637e-09,2.732230196952878e-11,residential_light,pvc,7,6,StressMismatch(d2),-0.2895,0.5605,-0.271
357,0.3399,0.34,0.3201,0.05,0.9,0.05,3.3937372336639276e-09,9.317617075506272e-09,3.7074752169113526e-09,residential_light,clay,7,7,StressMismatch(d2),-0.2899,0.56,-0.2701
358,0.3385,0.3385,0.323,0.05,0.9,0.05,7.429867136403717e-10,2.497535745744556e-09,7.429867136403717e-10,residential_dense,concrete,7,8,StressMismatch(d2),-0.2885,0.5615,-0.273
359,0.3384,0.3385,0.3231,0.05,0.9,0.05,5.1584618555926867e-08,1.8677533122206383e-07,4.431950977268753e-08,residential_dense,clay,7,9,StressMismatch(d2),-0.2884,0.5615,-0.2731
360,0.3367,0.3367,0.3266,0.05,0.9,0.05,0.002670205872233562,0.0026710401650207405,8.448550493790759e-10,residential_light,hdpe,7,10,StressMismatch(d2),-0.2867,0.5633,-0.2766
361,0.3353,0.3354,0.3293,0.05,0.9,0.05,6.498884995219568e-10,2.481119877071652e-09,6.498884995219568e-10,residential_dense,cast_iron,7,11,StressMismatch(d2),-0.2853,0.5646,-0.2793
362,0.3336,0.3337,0.3327,0.05,0.05,0.8999,3.367127035586398e-08,2.6744111088207113e-08,1.1290287277707049e-07,residential_dense,clay,7,12,FlowEfficiency(d3),-0.2836,-0.2837,0.5672
363,0.3337,0.3337,0.3326,0.05,0.9,0.05,1.354908831962221e-09,2.98791297341366e-09,1.4743548900922805e-09,industrial,cast_iron,7,13,StressMismatch(d2),-0.2837,0.5663,-0.2826
364,0.3379,0.3379,0.3242,0.05,0.9,0.05,5.179618837021312e-10,2.5033450143292027e-09,5.179618837021312e-10,residential_dense,concrete,7,14,StressMismatch(d2),-0.2879,0.5621,-0.2742
365,0.3365,0.3368,0.3267,0.05,0.9,0.05,4.223431965968818e-08,8.638022599928722e-08,9.630942788073879e-09,residential_dense,hdpe,7,15,StressMismatch(d2),-0.2865,0.5632,-0.2767
366,0.3346,0.3348,0.3306,0.05,0.9,0.05,0.001943869620223747,0.0019443446903659551,0.0,green_space,concrete,7,16,StressMismatch(d2),-0.2846,0.5652,-0.2806
367,0.3368,0.3369,0.3263,0.05,0.9,0.05,2.1176208234169942e-08,6.157296253961097e-08,1.1880291587803647e-08,residential_dense,pvc,7,17,StressMismatch(d2),-0.2868,0.5631,-0.2763
368,0.3366,0.3366,0.3268,0.05,0.9,0.05,8.781365365513287e-10,2.4517737008853525e-09,8.781365365513287e-10,residential_dense,cast_iron,7,18,StressMismatch(d2),-0.2866,0.5634,-0.2768
369,0.3338,0.3338,0.3324,0.05,0.4162,0.5338,5.664599066767503e-10,0.0001377621529899016,0.00013771200142420574,residential_light,concrete,7,19,FlowEfficiency(d3),-0.2838,0.0824,0.2014
370,0.3356,0.3356,0.3288,0.05,0.9,0.05,2.0293461761895976e-09,3.5587579408927733e-09,1.8435994977795703e-09,residential_dense,concrete,7,20,StressMismatch(d2),-0.2856,0.5644,-0.2788
371,0.3334,0.3334,0.3332,0.05,0.1813,0.7686,9.759571238498272e-10,0.0026718550538013214,0.0026716515132207915,residential_light,concrete,7,21,FlowEfficiency(d3),-0.2834,-0.1521,0.4354
372,0.3336,0.3336,0.3328,0.05,0.3276,0.6224,2.0146543485183553e-09,0.0008985582318835172,0.0008986511995952263,industrial,cast_iron,7,22,FlowEfficiency(d3),-0.2836,-0.006,0.2896
373,0.3354,0.3355,0.3291,0.05,0.9,0.05,1.2920562936867386e-09,2.7983809006350343e-09,1.1898881247305953e-09,residential_dense,cast_iron,7,23,StressMismatch(d2),-0.2854,0.5645,-0.2791
374,0.3386,0.3387,0.3227,0.05,0.9,0.05,1.8797294005214574e-09,4.228660307714366e-09,1.9699791990704264e-09,residential_light,clay,7,24,StressMismatch(d2),-0.2886,0.5613,-0.2727
375,0.3335,0.3335,0.333,0.05,0.5362,0.4138,4.68864194291981e-10,0.0003768958477596906,0.00037684907583905895,residential_light,hdpe,7,25,StressMismatch(d2),-0.2835,0.2027,0.0808
376,0.3351,0.3352,0.3296,0.05,0.4633,0.4866,3.1854243577009766e-08,9.780551689372787e-05,9.778858355039898e-05,residential_dense,clay,7,26,FlowEfficiency(d3),-0.2851,0.1281,0.157
377,0.3366,0.3366,0.3268,0.05,0.9,0.05,3.688698161647529e-10,2.4123831118937542e-09,3.688698161647529e-10,residential_light,pvc,7,27,StressMismatch(d2),-0.2866,0.5634,-0.2768
378,0.3338,0.3338,0.3324,0.05,0.05,0.9,4.647040083953395e-09,0.00590809436410995,0.005910084907857471,residential_dense,concrete,7,28,FlowEfficiency(d3),-0.2838,-0.2838,0.5676
379,0.3367,0.3367,0.3266,0.05,0.9,0.05,0.0,1.0707418998177222e-09,0.0,residential_light,concrete,7,29,StressMismatch(d2),-0.2867,0.5633,-0.2766
380,0.3362,0.3363,0.3275,0.05,0.9,0.05,2.048498022974284e-09,3.5615688773196744e-09,1.7435676404998947e-09,residential_dense,cast_iron,7,30,StressMismatch(d2),-0.2862,0.5637,-0.2775
381,0.3338,0.3342,0.3321,0.05,0.05,0.9,2.679009800797887e-10,6.665533658152698e-05,6.679740876637621e-05,residential_light,pvc,7,31,FlowEfficiency(d3),-0.2838,-0.2842,0.5679
382,0.3369,0.3369,0.3262,0.05,0.9,0.05,1.1423645597136655e-09,2.565223094651893e-09,1.1423645597136655e-09,residential_dense,hdpe,7,32,StressMismatch(d2),-0.2869,0.5631,-0.2762
383,0.3386,0.3391,0.3223,0.05,0.9,0.05,5.089593913385465e-09,1.8413432528119484e-08,6.067687348911839e-09,industrial,pvc,7,33,StressMismatch(d2),-0.2886,0.5609,-0.2723
384,0.3365,0.3365,0.327,0.05,0.9,0.05,9.759571238497637e-10,2.6058504956684205e-09,9.759571238497637e-10,residential_dense,concrete,7,34,StressMismatch(d2),-0.2865,0.5635,-0.277
385,0.3399,0.34,0.3201,0.05,0.9,0.05,1.3679890560874945e-11,1.6331540580580529e-09,2.732230196952874e-11,residential_light,pvc,7,35,StressMismatch(d2),-0.2899,0.56,-0.2701
386,0.3348,0.3348,0.3304,0.05,0.9,0.05,6.802466128215539e-11,2.189157281259099e-09,6.802466128215539e-11,residential_light,hdpe,7,36,StressMismatch(d2),-0.2848,0.5652,-0.2804
387,0.336,0.3362,0.3278,0.05,0.9,0.05,1.3298933718119166e-07,3.1256012593006385e-07,4.047819650319324e-08,industrial,clay,7,37,StressMismatch(d2),-0.286,0.5638,-0.2778
388,0.3343,0.3343,0.3314,0.05,0.4868,0.4632,1.8861008563985574e-09,7.49784880160437e-05,7.491318670240009e-05,residential_light,hdpe,7,38,StressMismatch(d2),-0.2843,0.1525,0.1318
389,0.3343,0.3343,0.3314,0.05,0.4571,0.4929,2.138747821524124e-09,6.767872732042766e-05,6.76958406761252e-05,residential_light,concrete,7,39,FlowEfficiency(d3),-0.2843,0.1228,0.1615
390,0.3363,0.3363,0.3274,0.05,0.9,0.05,2.136011843411992e-09,4.5000843280937495e-09,1.956824016640656e-09,industrial,concrete,7,40,StressMismatch(d2),-0.2863,0.5637,-0.2774
391,0.3351,0.3351,0.3298,0.0571,0.8929,0.05,0.0019960859184453674,0.001996248307703813,0.0,green_space,concrete,7,41,StressMismatch(d2),-0.278,0.5578,-0.2798
392,0.3372,0.3372,0.3256,0.05,0.9,0.05,9.950977268893858e-09,2.884811573562111e-08,6.525082922623884e-09,residential_dense,pvc,7,42,StressMismatch(d2),-0.2872,0.5628,-0.2756
393,0.3358,0.3359,0.3283,0.0628,0.8872,0.05,0.002346176870640707,0.0023463817948765815,2.7322301969530275e-11,green_space,concrete,7,43,StressMismatch(d2),-0.273,0.5513,-0.2783
394,0.3335,0.3336,0.3329,0.05,0.05,0.9,1.814658096433878e-08,0.0003291559839214443,0.00032893539868446433,residential_dense,hdpe,7,44,FlowEfficiency(d3),-0.2835,-0.2836,0.5671
395,0.3337,0.3338,0.3325,0.05,0.05,0.8999,2.780870640706099e-08,2.0416730693551838e-08,9.308539624835662e-08,residential_dense,clay,7,45,FlowEfficiency(d3),-0.2837,-0.2838,0.5674
396,0.3362,0.3362,0.3275,0.05,0.9,0.05,3.6202578565672606e-07,4.5197904915386596e-07,2.172479058523825e-08,residential_dense,pvc,7,46,StressMismatch(d2),-0.2862,0.5638,-0.2775
397,0.3379,0.338,0.3241,0.05,0.9,0.05,1.3679890560875757e-11,1.8291700241746173e-09,1.3679890560875757e-11,residential_light,pvc,7,47,StressMismatch(d2),-0.2879,0.562,-0.2741
398,0.3369,0.3369,0.3263,0.05,0.9,0.05,1.6370893690383645e-10,2.523096527552159e-09,1.6370893690383645e-10,residential_light,concrete,7,48,StressMismatch(d2),-0.2869,0.5631,-0.2763
399,0.3355,0.3355,0.329,0.1611,0.7889,0.05,0.0011581816782040048,0.0011581447347038382,0.0,green_space,cast_iron,7,49,StressMismatch(d2),-0.1744,0.4534,-0.279
400,0.3365,0.3365,0.3271,0.05,0.9,0.05,3.3348949646756587e-09,5.900305455090524e-09,2.0642017877554072e-09,industrial,cast_iron,8,0,StressMismatch(d2),-0.2865,0.5635,-0.2771
401,0.3355,0.3355,0.329,0.182,0.768,0.05,0.00115430149275715,0.0011541316244214083,0.0,green_space,cast_iron,8,1,StressMismatch(d2),-0.1535,0.4325,-0.279
402,0.3353,0.3353,0.3295,0.1856,0.7644,0.05,0.001564170243689452,0.001564093689747566,1.3679890560875084e-11,green_space,hdpe,8,2,StressMismatch(d2),-0.1497,0.4291,-0.2795
403,0.3336,0.3337,0.3327,0.05,0.3687,0.5813,6.770946161197894e-09,0.0013328151902254489,0.0013330664453272852,residential_dense,concrete,8,3,FlowEfficiency(d3),-0.2836,0.035,0.2486
404,0.3398,0.3402,0.32,0.05,0.9,0.05,2.1730412458069988e-10,2.9006240278798495e-09,4.356576654236961e-10,residential_light,pvc,8,4,StressMismatch(d2),-0.2898,0.5598,-0.27
405,0.3369,0.3369,0.3263,0.05,0.9,0.05,5.681427206115949e-09,1.4758765436713895e-08,3.952513914134362e-09,residential_dense,hdpe,8,5,StressMismatch(d2),-0.2869,0.5631,-0.2763
406,0.3393,0.3396,0.3211,0.05,0.9,0.05,4.4409047467335383e-10,2.4306729381807884e-09,4.4409047467335383e-10,residential_light,pvc,8,6,StressMismatch(d2),-0.2893,0.5604,-0.2711
407,0.3367,0.3367,0.3266,0.05,0.9,0.05,1.1833251503851174e-07,2.2926761988640315e-07,2.0053670145980427e-08,residential_dense,pvc,8,7,StressMismatch(d2),-0.2867,0.5633,-0.2766
408,0.3417,0.3422,0.3161,0.05,0.9,0.05,8.559863575883112e-10,2.4517737008832734e-09,8.559863575883112e-10,residential_light,clay,8,8,StressMismatch(d2),-0.2917,0.5578,-0.2661
409,0.336,0.336,0.328,0.05,0.9,0.05,6.11180031107696e-09,1.5062908757003276e-08,3.769278338923396e-09,industrial,pvc,8,9,StressMismatch(d2),-0.286,0.564,-0.278
410,0.3358,0.3358,0.3284,0.05,0.9,0.05,1.6331540580552593e-09,2.7770177838517045e-09,1.6331540580552593e-09,residential_dense,hdpe,8,10,StressMismatch(d2),-0.2858,0.5642,-0.2784
411,0.339,0.3397,0.3214,0.05,0.9,0.05,1.4195228903922655e-09,2.8034405861735757e-09,1.4195228903922655e-09,residential_dense,concrete,8,11,StressMismatch(d2),-0.289,0.5603,-0.2714
