zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification
278,5,0.0027397260273972603,0.09811764383561643,0.1884,0.1884,0.061655232876712325,0.0858,0.136,0.364269698630137,1.1723,0.09811764383561643,0.035728986301369864,0.07200219178082191,0.0628,0.5803,0.3569,0.8450681095890411,0.8431,0.39999999999999997,5,residential_light,concrete,29,92.16,49.8,19.87,5,28,SAFE
279,6,0.0032876712328767125,0.036307945205479454,0.0931,0.0931,0.03957742465753425,0.0576,0.0955,0.3891409315068493,1.3525,0.036307945205479454,0.014358630136986301,0.11538526027397261,0.4058,0.5442,0.05,0.8468335890410958,0.8454,0.6000000000000001,6,residential_light,hdpe,25,88.0,58.0,19.32,5,29,SAFE
280,19,0.010410958904109589,0.1295077808219178,0.287,0.287,0.10796394520547944,0.1021,0.343,0.470334301369863,1.521,0.1295077808219178,0.06122772602739726,0.4176930958904109,0.05,0.9,0.05,0.8413635616438356,0.8418,0.6000000000000003,9,residential_light,clay,8,74.88,89.5,19.94,5,30,SAFE
281,3,0.0016438356164383563,0.0748843287671233,0.1262,0.1262,0.06908350684931507,0.0673,0.131,0.3134459726027397,1.2656,0.0748843287671233,0.023777972602739724,0.2686692602739726,0.3315,0.6185,0.05,0.844472602739726,0.8446,0.20000000000000012,1,residential_light,hdpe,14,97.68,73.2,20.67,5,31,SAFE
282,4,0.002191780821917808,0.08460695890410959,0.1656,0.1656,0.06935106849315069,0.0808,0.1669,0.4125055342465753,1.5914,0.08460695890410959,0.034816493150684934,0.14682712328767122,0.2632,0.6868,0.05,0.8444521643835616,0.8435,0.20000000000000004,2,residential_dense,concrete,12,108.48,77.2,21.68,5,32,SAFE
283,6,0.0032876712328767125,0.09899265753424658,0.1812,0.1812,0.07433101369863014,0.0601,0.1816,0.3941875068493151,1.2345,0.09899265753424658,0.03909753424657534,0.13782257534246575,0.2315,0.7185,0.05,0.8440539726027397,0.8452,1.393068493011785e-16,2,residential_dense,cast_iron,30,106.4,41.9,18.72,5,33,SAFE
284,5,0.0027397260273972603,0.11448619178082191,0.232,0.232,0.09014701369863014,0.1072,0.2219,0.3063812054794521,1.1083,0.11448619178082191,0.03506821917808219,0.2998700821917808,0.2331,0.7169,0.05,0.8427880547945205,0.8414,0.30000000000000004,3,residential_light,concrete,14,106.56,75.6,21.69,5,34,SAFE
285,10,0.005479452054794521,0.11963326027397261,0.2813,0.2813,0.08890526027397261,0.0748,0.2774,0.4225402191780822,1.6499,0.11963326027397261,0.051107616438356165,0.17454487671232877,0.1199,0.8301,0.05,0.8428872328767123,0.844,0.6000000000000002,6,residential_light,clay,20,67.2,59.4,16.97,5,35,SAFE
286,23,0.012602739726027398,0.09255846575342465,0.1628,0.1628,0.082828,0.0808,0.1864,0.46834942465753426,1.8142,0.09255846575342465,0.04322432876712329,0.29493994520547945,0.2321,0.7179,0.05,0.843373095890411,0.8435,0.10000000000000035,9,residential_dense,pvc,3,97.6,94.3,18.01,5,36,SAFE
287,3,0.0016438356164383563,0.10330750684931507,0.1763,0.1763,0.08274789041095891,0.0683,0.1635,0.4403471232876712,1.4085,0.10330750684931507,0.04559638356164383,0.21033676712328767,0.1773,0.7727,0.05,0.8433795616438357,0.8445,0.30000000000000004,3,industrial,concrete,7,113.28,87.8,18.02,5,37,SAFE
288,1,0.000547945205479452,0.09680438356164384,0.2056,0.2056,0.07519271232876712,0.0948,0.1401,0.3012967671232876,0.8794,0.09680438356164384,0.0290852602739726,0.18159912328767125,0.2775,0.6725,0.05,0.8439842739726028,0.8424,-0.10000000000000006,-1,residential_light,concrete,20,100.8,61.9,17.16,5,38,SAFE
289,2,0.001095890410958904,0.11377583561643835,0.2094,0.2094,0.09782389041095892,0.0901,0.2006,0.30357391780821913,1.1168,0.11377583561643835,0.03454542465753425,0.46868789041095893,0.2368,0.7132,0.05,0.8421750684931506,0.8428,0.20000000000000004,2,residential_light,hdpe,3,107.36,95.5,16.02,5,39,SAFE
290,12,0.006575342465753425,0.09419019178082191,0.1384,0.1384,0.07217561643835615,0.057,0.1458,0.4440248219178082,1.5556,0.09419019178082191,0.04207315068493151,0.1277398904109589,0.2254,0.7246,0.05,0.8442254246575343,0.8454,-0.3000000000000001,2,residential_dense,concrete,29,92.16,43.1,16.58,5,40,SAFE
291,6,0.0032876712328767125,0.08139676712328768,0.1606,0.1606,0.052485863013698626,0.0585,0.1587,0.35498147945205477,1.5366,0.08139676712328768,0.029100109589041096,0.054864109589041095,0.2138,0.5841,0.2021,0.845802301369863,0.8453,0.1000000000000001,2,residential_light,hdpe,34,80.08,34.2,16.79,5,41,SAFE
292,5,0.0027397260273972603,0.10708120547945206,0.1819,0.1819,0.08471402739726028,0.082,0.1671,0.40598799999999996,1.12,0.10708120547945206,0.04316701369863014,0.2355516712328767,0.1849,0.765,0.05,0.8432220273972603,0.8434,0.7999999999999999,5,residential_light,pvc,19,84.8,69.0,17.44,5,42,SAFE
293,429,0.23506849315068493,0.14569687671232875,0.3,0.3,0.12697649315068493,0.1256,0.4733,0.6046545753424657,2.2451,0.14569687671232875,0.08813983561643836,0.30303589041095885,0.1278,0.8222,0.05,0.8398424657534247,0.84,2.8,95,industrial,clay,2,78.72,95.0,19.71,5,43,ACUTE
294,0,0.0,0.1209843287671233,0.2481,0.2481,0.13672975342465754,0.1369,0.2126,0.0775883287671233,0.3074,0.1209843287671233,0.009359671232876711,0.6364489863013698,0.4058,0.5442,0.05,0.8390622465753426,0.839,0.0,0,green_space,cast_iron,4,135.52,89.1,19.92,5,44,SAFE
295,0,0.0,0.1206705205479452,0.2425,0.2425,0.09476876712328768,0.1105,0.1506,0.18816876712328767,0.5881,0.1206705205479452,0.022913479452054793,0.2995529315068493,0.3076,0.6424,0.05,0.8424176438356165,0.8412,0.0,0,green_space,clay,28,62.08,49.8,19.27,5,45,SAFE
296,109,0.059726027397260274,0.07075660273972602,0.1765,0.1765,0.058378301369863016,0.0914,0.1702,0.5257062465753425,1.9011,0.07075660273972602,0.03713676712328767,0.07310049315068493,0.3052,0.6448,0.05,0.8453293150684932,0.8427,-2.3,1,residential_dense,concrete,27,94.08,54.1,20.83,5,46,ACUTE
297,223,0.12219178082191781,0.07018509589041096,0.1621,0.1621,0.06059561643835617,0.0731,0.1748,0.5427420821917809,2.1331,0.07018509589041096,0.03795649315068493,0.08554553424657534,0.3338,0.6162,0.05,0.8451513424657534,0.8442,2.3000000000000007,65,residential_dense,pvc,26,79.2,50.4,19.72,5,47,ACUTE
298,7,0.0038356164383561643,0.14098093150684932,0.3,0.3,0.10204427397260274,0.101,0.2985,0.35732745205479455,1.3864,0.14098093150684932,0.05027693150684931,0.29861506849315067,0.085,0.8649,0.05,0.8418369315068494,0.8419,0.19999999999999996,3,residential_dense,cast_iron,5,134.4,92.2,19.28,5,48,SAFE
299,0,0.0,0.08599358904109589,0.217,0.217,0.10933589041095891,0.1175,0.1611,0.08438778082191781,0.3511,0.08599358904109589,0.007360273972602739,0.4757693150684931,0.4216,0.5284,0.05,0.8412541369863014,0.8406,0.0,0,green_space,cast_iron,14,124.32,70.7,17.83,5,49,SAFE
300,0,0.0,0.0884410410958904,0.1872,0.1872,0.08542142465753425,0.0952,0.1264,0.13192043835616438,0.5204,0.0884410410958904,0.011567780821917808,0.2744672876712329,0.3918,0.5582,0.05,0.8431660821917808,0.8424,0.0,0,green_space,pvc,27,78.4,46.9,8.76,6,0,SAFE
301,3,0.0016438356164383563,0.14598180821917808,0.2645,0.2645,0.1023322191780822,0.0745,0.2232,0.30599150684931503,0.9925,0.14598180821917808,0.04488169863013698,0.2929685479452055,0.1201,0.8299,0.05,0.841813205479452,0.844,0.20000000000000012,1,residential_light,concrete,15,105.6,73.3,9.21,6,1,SAFE
302,3,0.0016438356164383563,0.07676608219178081,0.1785,0.1785,0.06877956164383561,0.0921,0.1521,0.26748153424657534,1.0014,0.07676608219178081,0.020533534246575343,0.2359409315068493,0.3433,0.6067,0.05,0.8444978630136986,0.8426,0.19999999999999998,1,residential_light,cast_iron,17,120.96,69.8,11.1,6,2,SAFE
303,0,0.0,0.0819681095890411,0.1537,0.1537,0.08223112328767124,0.0811,0.1038,0.13104257534246577,0.4893,0.0819681095890411,0.010776109589041096,0.27344010958904114,0.3953,0.5547,0.05,0.8434206027397261,0.8435,0.0,0,green_space,concrete,30,91.2,47.4,11.91,6,3,SAFE
304,0,0.0,0.1250699178082192,0.2652,0.2652,0.08157890410958904,0.0779,0.18,0.30347802739726026,0.8192,0.1250699178082192,0.037927342465753425,0.130498301369863,0.1347,0.8153,0.05,0.8434725479452055,0.8438,0.0,0,residential_light,cast_iron,26,110.88,55.5,12.53,6,4,SAFE
305,265,0.14520547945205478,0.07396526027397261,0.1346,0.1346,0.05162975342465753,0.0789,0.1201,0.5821094794520548,1.669,0.07396526027397261,0.0429425205479452,0.045448876712328765,0.1386,0.4567,0.4047,0.845868712328767,0.8437,1.3999999999999992,65,residential_dense,hdpe,23,89.76,63.4,14.11,6,5,MODERATE
306,0,0.0,0.08072383561643835,0.1619,0.1619,0.08789364383561644,0.0888,0.1015,0.10704065753424657,0.4394,0.08072383561643835,0.008583780821917809,0.2940541369863014,0.4101,0.5399,0.05,0.8429687123287671,0.8429,0.0,0,green_space,cast_iron,28,108.64,49.8,16.77,6,6,SAFE
307,0,0.0,0.11274438356164383,0.1894,0.1894,0.11479824657534246,0.1039,0.1677,0.10409353424657534,0.408,0.11274438356164383,0.011747342465753425,0.49691369863013696,0.3884,0.5616,0.05,0.8408170958904109,0.8417,0.0,0,green_space,concrete,14,106.56,73.0,16.36,6,7,SAFE
308,5,0.0027397260273972603,0.06819457534246576,0.136,0.136,0.05920947945205479,0.0709,0.1352,0.42761068493150683,1.569,0.06819457534246576,0.0297253698630137,0.12807265753424657,0.3134,0.6366,0.05,0.8452628493150686,0.8443,0.30000000000000004,5,residential_light,pvc,25,80.0,58.0,18.83,6,8,SAFE
309,7,0.0038356164383561643,0.12569068493150684,0.258,0.258,0.08762115068493151,0.0707,0.2607,0.4181295890410959,1.4915,0.12569068493150684,0.05238284931506849,0.1283781917808219,0.1005,0.8491,0.0504,0.8429906849315069,0.8443,-0.09999999999999984,3,residential_dense,cast_iron,31,105.28,41.9,19.26,6,9,SAFE
310,20,0.010958904109589041,0.05906608219178082,0.1557,0.1557,0.05465495890410959,0.0833,0.163,0.4635174794520548,1.9631,0.05906608219178082,0.02734427397260274,0.12048569863013699,0.3418,0.6082,0.05,0.8456277808219178,0.8433,1.6000000000000005,12,residential_dense,hdpe,13,98.56,76.0,20.28,6,10,SAFE
311,6,0.0032876712328767125,0.174308,0.3,0.3,0.10753857534246576,0.0735,0.2319,0.30476876712328765,1.101,0.174308,0.0529882191780822,0.22820460273972604,0.05,0.9,0.05,0.841396602739726,0.8441,0.20000000000000015,4,residential_light,hdpe,18,94.16,63.4,22.53,6,11,SAFE
312,7,0.0038356164383561643,0.09345638356164383,0.2056,0.2056,0.06288953424657534,0.0807,0.2366,0.3637151232876712,1.6446,0.09345638356164383,0.03423769863013699,0.06373956164383561,0.2316,0.6727,0.0957,0.8449689863013699,0.8435,0.6000000000000001,5,residential_dense,cast_iron,24,113.12,52.1,23.16,6,12,SAFE
313,31,0.016986301369863014,0.12689830136986302,0.2281,0.2281,0.1056682191780822,0.0807,0.3144,0.4918905753424657,1.8275,0.12689830136986302,0.06260005479452055,0.3750784109589041,0.05,0.9,0.05,0.8415472876712328,0.8435,0.9,9,residential_light,clay,11,72.96,84.8,24.06,6,13,SAFE
314,0,0.0,0.15220383561643835,0.3,0.3,0.11060536986301371,0.114,0.2067,0.19806350684931506,0.7229,0.15220383561643835,0.030305205479452056,0.3747265205479452,0.2408,0.7092,0.05,0.841150301369863,0.8409,0.0,0,green_space,clay,25,64.0,58.4,25.51,6,14,SAFE
315,0,0.0,0.1420022465753425,0.2681,0.2681,0.1102185205479452,0.116,0.148,0.12967912328767123,0.4316,0.1420022465753425,0.018280054794520547,0.3175442191780822,0.3332,0.6168,0.05,0.8411820273972603,0.8407,0.0,0,green_space,concrete,28,93.12,51.6,25.23,6,15,SAFE
316,2,0.001095890410958904,0.12499501369863014,0.2314,0.2314,0.09941490410958904,0.1058,0.2,0.27479331506849314,1.0496,0.12499501369863014,0.03438405479452055,0.39956410958904115,0.2263,0.7237,0.05,0.8420458630136987,0.8415,0.20000000000000004,2,residential_light,concrete,7,113.28,86.5,26.88,6,16,SAFE
317,185,0.10136986301369863,0.07501567123287672,0.1743,0.1743,0.06267616438356165,0.0804,0.1924,0.539354904109589,2.1512,0.07501567123287672,0.04046745205479452,0.07466750684931507,0.3151,0.6349,0.05,0.8449853698630138,0.8436,1.1000000000000016,53,residential_dense,pvc,25,80.0,51.7,26.77,6,17,ACUTE
318,0,0.0,0.09851435616438356,0.2168,0.2168,0.10925917808219178,0.1208,0.1887,0.11431709589041096,0.4829,0.09851435616438356,0.011370301369863015,0.5591854246575343,0.3948,0.5552,0.05,0.8412595068493152,0.8403,0.0,0,green_space,pvc,9,92.8,80.4,28.09,6,18,SAFE
319,0,0.0,0.1423934794520548,0.2613,0.2613,0.13587380821917808,0.1359,0.2052,0.0959454794520548,0.3891,0.1423934794520548,0.013788712328767123,0.6035630136986302,0.3714,0.5786,0.05,0.8391296986301369,0.8391,0.0,0,green_space,concrete,7,113.28,84.9,28.02,6,19,SAFE
320,122,0.06684931506849315,0.1459757808219178,0.2457,0.2457,0.10858487671232876,0.0924,0.4599,0.5279290958904109,2.3089,0.1459757808219178,0.07801802739726028,0.1743130410958904,0.05,0.9,0.05,0.8413141369863014,0.8426,5.2,52,residential_dense,pvc,13,89.6,77.1,28.27,6,20,ACUTE
321,232,0.12712328767123288,0.15384690410958904,0.2614,0.2614,0.11989539726027397,0.0632,0.3659,0.5541029589041095,2.1039,0.15384690410958904,0.08552180821917808,0.23508383561643836,0.05,0.9,0.05,0.840408712328767,0.8449,1.3999999999999995,46,industrial,pvc,8,93.6,87.7,28.39,6,21,ACUTE
322,213,0.11671232876712329,0.11093112328767123,0.1928,0.1928,0.09132372602739726,0.0748,0.2346,0.5526945753424658,1.6063,0.11093112328767123,0.06100991780821918,0.16023545205479453,0.1848,0.7652,0.05,0.8426949589041096,0.844,1.5000000000000007,45,residential_dense,concrete,34,87.36,40.4,26.25,6,22,MODERATE
323,136,0.07452054794520548,0.033117698630136985,0.0909,0.0909,0.03681073972602739,0.0491,0.0956,0.5262562739726028,1.6021,0.033117698630136985,0.01753742465753425,0.11897824657534246,0.4182,0.5318,0.05,0.8470553972602739,0.8461,0.5000000000000027,34,industrial,hdpe,25,88.0,52.8,28.15,6,23,MODERATE
324,0,0.0,0.1156682191780822,0.2061,0.2061,0.12195364383561644,0.1168,0.1986,0.1010798904109589,0.3462,0.1156682191780822,0.01181545205479452,0.5929560547945205,0.3884,0.5616,0.05,0.8402442739726027,0.8407,0.0,0,green_space,cast_iron,11,127.68,84.7,23.89,6,24,SAFE
325,483,0.26465753424657534,0.11580169863013698,0.264,0.264,0.11031150684931507,0.1638,0.3187,0.6363943561643836,2.0185,0.11580169863013698,0.07344761643835616,0.30620027397260274,0.2372,0.7127,0.0501,0.8411738082191781,0.8369,-1.3000000000000036,91,residential_dense,clay,4,77.44,95.2,22.48,6,25,CHRONIC
326,0,0.0,0.10690180821917808,0.2319,0.2319,0.11835276712328767,0.1285,0.1879,0.09301391780821919,0.3579,0.10690180821917808,0.009870356164383563,0.5453591232876712,0.4022,0.5478,0.05,0.8405317808219177,0.8397,0.0,0,green_space,cast_iron,12,126.56,78.9,23.76,6,26,SAFE
327,3,0.0016438356164383563,0.0743106301369863,0.1815,0.1815,0.07205358904109589,0.0966,0.1382,0.3291055890410959,1.2112,0.0743106301369863,0.024579726027397258,0.3313490410958904,0.3301,0.6199,0.05,0.8442346849315069,0.8423,0.1,3,residential_light,hdpe,11,100.32,81.3,22.48,6,27,SAFE
328,0,0.0,0.0602586301369863,0.1265,0.1265,0.09344531506849316,0.0883,0.201,0.11079567123287672,0.3821,0.0602586301369863,0.006696054794520548,0.5897915616438356,0.429,0.521,0.05,0.8425265205479452,0.8429,0.0,0,green_space,hdpe,8,102.96,84.8,21.62,6,28,SAFE
329,7,0.0038356164383561643,0.03653791780821918,0.0855,0.0855,0.03749830136986301,0.0561,0.0856,0.37756005479452054,1.5458,0.03653791780821918,0.013905479452054795,0.07919868493150685,0.3724,0.519,0.1087,0.8470002739726027,0.8455,0.5000000000000001,5,residential_light,pvc,25,80.0,52.5,21.16,6,29,SAFE
330,11,0.006027397260273973,0.10076542465753424,0.2156,0.2156,0.07497216438356163,0.0777,0.2643,0.4325264657534247,1.6332,0.10076542465753424,0.043731726027397264,0.10721172602739726,0.2096,0.7403,0.05,0.8440030684931507,0.8438,1.2999999999999998,9,industrial,cast_iron,27,109.76,50.0,20.21,6,30,SAFE
331,9,0.004931506849315068,0.10752986301369863,0.1985,0.1985,0.08830383561643837,0.0863,0.2333,0.43366504109589044,1.6841,0.10752986301369863,0.04655128767123288,0.27197479452054796,0.1722,0.7778,0.05,0.8429358356164384,0.8431,0.8000000000000002,7,residential_dense,concrete,6,114.24,91.8,19.11,6,31,SAFE
332,3,0.0016438356164383563,0.14633950684931507,0.272,0.272,0.10357852054794521,0.08,0.2335,0.2972437808219178,1.0979,0.14633950684931507,0.043190849315068496,0.31239194520547947,0.1402,0.8098,0.05,0.8417131506849316,0.8436,0.19999999999999998,3,residential_dense,cast_iron,2,137.76,91.5,19.88,6,32,SAFE
333,166,0.09095890410958904,0.07990953424657535,0.1893,0.1893,0.0636892602739726,0.0933,0.2848,0.5231235616438357,2.2487,0.07990953424657535,0.041299342465753425,0.06521468493150685,0.3009,0.649,0.05,0.8449047671232877,0.8425,2.9999999999999996,50,residential_dense,pvc,24,80.8,53.0,18.88,6,33,ACUTE
334,0,0.0,0.08672416438356165,0.1623,0.1623,0.10504295890410958,0.0966,0.1651,0.09601364383561643,0.3436,0.08672416438356165,0.008308931506849315,0.4882779178082192,0.4146,0.5354,0.05,0.841596493150685,0.8423,0.0,0,green_space,concrete,13,107.52,72.1,20.2,6,34,SAFE
335,52,0.028493150684931506,0.14159002739726026,0.2684,0.2684,0.10140575342465753,0.0748,0.3341,0.4809238904109589,1.6641,0.14159002739726026,0.06814049315068493,0.16005660273972602,0.05,0.9,0.05,0.8418881643835616,0.844,1.8000000000000012,20,industrial,concrete,31,90.24,39.6,18.68,6,35,MODERATE
336,0,0.0,0.11674909589041096,0.2444,0.2444,0.12791813698630136,0.1372,0.2232,0.09482071232876713,0.2772,0.11674909589041096,0.011140931506849316,0.6627457534246575,0.393,0.557,0.05,0.8397665753424658,0.839,0.0,0,green_space,cast_iron,6,133.28,92.8,17.6,6,36,SAFE
337,0,0.0,0.14217249315068495,0.2858,0.2858,0.1179517808219178,0.1277,0.2102,0.1721626301369863,0.6294,0.14217249315068495,0.024780657534246575,0.5313302465753424,0.2908,0.6592,0.05,0.8405638904109589,0.8398,0.0,0,green_space,clay,14,71.04,76.8,17.77,6,37,SAFE
338,324,0.17753424657534247,0.07512427397260274,0.1418,0.1418,0.06592427397260274,0.0717,0.1719,0.5874086027397261,1.8822,0.07512427397260274,0.044172657534246575,0.08431556164383562,0.3216,0.6281,0.0503,0.8447269589041096,0.8443,0.7000000000000006,68,residential_dense,pvc,27,78.4,51.1,18.31,6,38,ACUTE
339,9,0.004931506849315068,0.06547709589041095,0.1354,0.1354,0.06475572602739725,0.0776,0.1332,0.35270893150684934,1.3783,0.06547709589041095,0.022998136986301373,0.27345682191780823,0.3471,0.6029,0.05,0.8448198904109588,0.8438,0.7000000000000001,7,residential_dense,concrete,2,118.08,92.4,17.35,6,39,SAFE
340,232,0.12712328767123288,0.0763253698630137,0.1335,0.1335,0.06804054794520548,0.0683,0.1498,0.5554272876712328,1.7454,0.0763253698630137,0.042378520547945206,0.1280483287671233,0.308,0.642,0.05,0.8445562739726027,0.8445,-3.5000000000000018,30,residential_dense,hdpe,30,83.6,45.9,17.33,6,40,MODERATE
341,92,0.05041095890410959,0.10565112328767123,0.224,0.224,0.08071194520547945,0.075,0.2003,0.5045809315068492,1.741,0.10565112328767123,0.05354065753424657,0.09836904109589041,0.1831,0.766,0.0509,0.8435426849315069,0.844,2.399999999999999,40,residential_dense,concrete,29,92.16,47.5,18.84,6,41,MODERATE
342,2,0.001095890410958904,0.1241148493150685,0.2072,0.2072,0.0944787397260274,0.0917,0.1563,0.2675013698630137,1.1127,0.1241148493150685,0.033284328767123283,0.3227938082191781,0.23,0.72,0.05,0.8424415890410959,0.8427,0.30000000000000016,2,residential_light,concrete,11,109.44,76.9,19.39,6,42,SAFE
343,0,0.0,0.0719185205479452,0.1197,0.1197,0.07637731506849314,0.064,0.0877,0.12721824657534248,0.4525,0.0719185205479452,0.009183013698630137,0.2402288767123288,0.4049,0.5451,0.05,0.8438900273972603,0.8449,0.0,0,green_space,concrete,31,90.24,43.5,19.21,6,43,SAFE
344,10,0.005479452054794521,0.0772596712328767,0.1818,0.1818,0.056220547945205486,0.09,0.1592,0.39976854794520544,1.7065,0.0772596712328767,0.03096854794520548,0.07393260273972602,0.1743,0.5662,0.2595,0.845502794520548,0.8428,0.30000000000000004,6,residential_light,pvc,27,78.4,50.4,19.7,6,44,SAFE
345,7,0.0038356164383561643,0.08247008219178083,0.1544,0.1544,0.08238783561643835,0.0908,0.1598,0.3363338082191781,1.1288,0.08247008219178083,0.027605150684931506,0.45803068493150684,0.3098,0.6402,0.05,0.8434073424657534,0.8427,0.6000000000000001,5,residential_light,pvc,3,97.6,95.8,20.63,6,45,SAFE
346,2,0.001095890410958904,0.08924701369863014,0.162,0.162,0.0823117808219178,0.0905,0.1548,0.2927152876712329,1.0089,0.08924701369863014,0.026319287671232875,0.385575397260274,0.3061,0.6439,0.05,0.8434156164383562,0.8428,0.20000000000000004,2,residential_light,concrete,8,112.32,87.0,18.86,6,46,SAFE
347,1,0.000547945205479452,0.03744706849315069,0.0985,0.0985,0.056223013698630135,0.0726,0.1529,0.28746515068493156,0.8906,0.03744706849315069,0.010727013698630137,0.4196678904109589,0.4171,0.5329,0.05,0.8455019178082191,0.8442,0.10000000000000003,1,residential_light,pvc,2,98.4,91.9,18.47,6,47,SAFE
348,27,0.014794520547945205,0.1408375890410959,0.2404,0.2404,0.10691463013698631,0.0814,0.2764,0.46737008219178083,1.5959,0.1408375890410959,0.06634120547945205,0.28412010958904105,0.05,0.9,0.05,0.8414470136986301,0.8435,-3.0428348985844803e-16,7,residential_dense,pvc,5,96.0,89.7,18.41,6,48,SAFE
349,386,0.2115068493150685,0.1137971506849315,0.2349,0.2349,0.07334224657534247,0.1263,0.1836,0.6008879452054795,1.9774,0.1137971506849315,0.0682426301369863,0.060706136986301375,0.05,0.4575,0.4925,0.8441321643835615,0.8399,-0.5999999999999984,70,industrial,pvc,19,84.8,67.1,17.92,6,49,ACUTE
350,12,0.006575342465753425,0.08788920547945205,0.159,0.159,0.07390504109589041,0.0698,0.1716,0.4575139726027397,1.8398,0.08788920547945205,0.040428273972602735,0.18583134246575342,0.2387,0.7113,0.05,0.8440876712328768,0.8444,1.1,12,residential_dense,hdpe,10,101.2,82.0,10.49,7,0,SAFE
351,12,0.006575342465753425,0.13098383561643837,0.2363,0.2363,0.10815841095890412,0.0994,0.3062,0.46612509589041096,1.5694,0.13098383561643837,0.0610386301369863,0.4158935342465754,0.05,0.9,0.05,0.8413486575342466,0.8421,0.4999999999999999,6,residential_light,clay,8,74.88,89.2,11.96,7,1,SAFE
352,3,0.0016438356164383563,0.12156399999999999,0.2285,0.2285,0.08783567123287671,0.0876,0.1814,0.28441304109589044,0.9027,0.12156399999999999,0.03452290410958904,0.21567304109589042,0.2189,0.7311,0.05,0.8429734246575342,0.843,0.19999999999999998,1,residential_light,cast_iron,20,117.6,65.6,11.86,7,2,SAFE
353,62,0.03397260273972603,0.0767276712328767,0.1629,0.1629,0.0647,0.067,0.1521,0.4852962739726027,1.7497,0.0767276712328767,0.037229534246575345,0.13260449315068493,0.2997,0.6503,0.05,0.8448236712328767,0.8446,1.5000000000000004,30,industrial,concrete,27,94.08,48.0,11.58,7,3,MODERATE
354,4,0.002191780821917808,0.08200515068493151,0.2176,0.2176,0.05189353424657535,0.075,0.1399,0.32582005479452053,1.3694,0.08200515068493151,0.026550575342465754,0.05478076712328767,0.225,0.5642,0.2109,0.8458483835616438,0.844,0.1000000000000001,2,residential_light,concrete,34,87.36,34.5,12.66,7,4,SAFE
355,4,0.002191780821917808,0.07274865753424657,0.1841,0.1841,0.06518383561643835,0.0978,0.178,0.3865858630136986,1.5152,0.07274865753424657,0.027631561643835616,0.21114876712328767,0.3194,0.6305,0.05,0.844785095890411,0.8422,5.96529882721023e-17,2,residential_light,pvc,19,84.8,67.2,12.8,7,5,SAFE
356,4,0.002191780821917808,0.06854197260273973,0.1434,0.1434,0.07196312328767122,0.0825,0.1462,0.2959139726027397,1.2761,0.06854197260273973,0.020312657534246575,0.38414389041095887,0.3567,0.5933,0.05,0.8442419178082192,0.8434,0.19999999999999998,2,residential_light,pvc,5,96.0,86.3,15.07,7,6,SAFE
357,19,0.010410958904109589,0.13223101369863013,0.2665,0.2665,0.10280767123287671,0.0982,0.3732,0.45873594520547945,1.8603,0.13223101369863013,0.061175780821917804,0.30707978082191784,0.05,0.9,0.05,0.8417746849315069,0.8421,1.2000000000000002,7,residential_light,clay,14,71.04,75.7,16.2,7,7,SAFE
358,5,0.0027397260273972603,0.0834922191780822,0.1614,0.1614,0.07728498630136986,0.0909,0.1961,0.43737391780821916,1.5646,0.0834922191780822,0.03640115068493151,0.315928,0.2665,0.6835,0.05,0.8438176438356164,0.8427,0.30000000000000004,3,residential_dense,concrete,3,117.12,99.0,18.3,7,8,SAFE
359,509,0.2789041095890411,0.11531616438356164,0.242,0.242,0.10507961643835616,0.1297,0.3484,0.6440461369863013,2.0372,0.11531616438356164,0.07484071232876713,0.2056065205479452,0.2481,0.7018,0.05,0.8415941369863014,0.8396,2.599999999999996,115,residential_dense,clay,10,73.6,82.8,18.69,7,9,ACUTE
360,5,0.0027397260273972603,0.08652745205479452,0.194,0.194,0.07815243835616438,0.1019,0.1835,0.3087339178082192,1.2671,0.08652745205479452,0.026895452054794523,0.32234252054794515,0.3091,0.6409,0.05,0.8437479999999999,0.8418,0.4000000000000001,3,residential_light,hdpe,11,100.32,79.1,21.58,7,10,SAFE
361,7,0.0038356164383561643,0.11952438356164384,0.2532,0.2532,0.08110317808219178,0.0816,0.2438,0.3951517808219178,1.5265,0.11952438356164384,0.047440547945205476,0.11910739726027397,0.05,0.844,0.1059,0.8435111232876712,0.8435,0.3000000000000001,3,residential_dense,cast_iron,16,122.08,72.6,24.09,7,11,SAFE
362,659,0.3610958904109589,0.1289504109589041,0.2649,0.2649,0.0795238904109589,0.1182,0.1999,0.6996341369863014,1.9847,0.1289504109589041,0.09073446575342466,0.05163298630136986,0.05,0.3818,0.5682,0.8436383561643837,0.8405,1.6000000000000048,143,residential_dense,clay,23,65.28,58.2,23.87,7,12,ACUTE
363,11,0.006027397260273973,0.10544569863013699,0.1901,0.1901,0.07082016438356165,0.0681,0.1985,0.44093243835616436,1.3133,0.10544569863013699,0.04614745205479452,0.06183194520547945,0.1482,0.7919,0.0599,0.8443339178082192,0.8446,0.2000000000000003,3,industrial,cast_iron,24,113.12,57.3,25.68,7,13,SAFE
